"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C16H25O6N1","[M-H]-","aliphatic","aliphatic+N",0.0833,-0.625,1.56,0.38,-2,5,-0.125
"C14H29O5N1","[M+Cl]-","aliphatic","lipid",-0.2381,-1.1429,2.07,0.36,-5,1,-0.3571
"C17H29O5N1","[M-H]-","aliphatic","aliphatic+N",0.037,-0.9412,1.71,0.29,-2,4,-0.1176
"C14H12O7","[M+Cl]-","aromatic","aromatic",0.5238,0.1429,0.86,0.5,2,9,0.1429
"C17H12O7","[M-H]-","aromatic","aromatic",0.6296,0.1176,0.71,0.41,5,12,0.2941
"C19H16O1S1","[M+Cl]-","aromatic","aromatic",0.6,-0.6316,0.84,0.05,10,12,0.5263
"C15H16O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4167,-0.2667,1.07,0.4,2,8,0.1333
"C14H16O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2632,0.1429,1.14,0.64,-2,7,-0.1429
"C19H16O3","[M+Cl]-","aromatic","aromatic",0.6,-0.5263,0.84,0.16,9,12,0.4737
"C12H20O8","[M+Cl]-","aliphatic","aliphatic",-0.125,-0.3333,1.67,0.67,-5,3,-0.4167
"C18H16O6","[M-H]-","aromatic","aromatic",0.5333,-0.2222,0.89,0.33,5,11,0.2778
"C15H20O6S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1818,-0.4,1.33,0.4,-1,6,-0.0667
"C16H20O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.625,1.25,0.31,2,7,0.125
"C15H20O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1818,-0.2667,1.33,0.53,-2,6,-0.1333
"C13H24O7","[M+Cl]-","aliphatic","aliphatic",-0.1579,-0.7692,1.85,0.54,-5,2,-0.3846
"C19H20O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4545,-0.5263,1.05,0.26,5,10,0.2632
"C16H24O5S1","[M-H]-","aliphatic","aliphatic",0.12,-0.75,1.5,0.31,-1,5,-0.0625
"C18H20O4N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4286,-0.3333,1.11,0.22,4,10,0.2222
"C17H24O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2667,-0.9412,1.41,0.24,2,6,0.1176
"C16H24O7","[M-H]-","aliphatic","aliphatic",0.12,-0.625,1.5,0.44,-2,5,-0.125
"C14H28O6","[M+Cl]-","aliphatic","lipid",-0.1818,-1.1429,2,0.43,-5,1,-0.3571
"C20H24O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3889,-0.8,1.2,0.2,5,9,0.25
"C17H28O4S1","[M-H]-","aliphatic","aliphatic",0.0714,-1.0588,1.65,0.24,-1,4,-0.0588
"C18H28O3","[M+Cl]-","aliphatic","aliphatic",0.2121,-1.2222,1.56,0.17,2,5,0.1111
"C17H28O6","[M-H]-","aliphatic","aliphatic",0.0714,-0.9412,1.65,0.35,-2,4,-0.1176
"C15H32O5","[M+Cl]-","aliphatic","lipid",-0.2,-1.4667,2.13,0.33,-5,0,-0.3333
"C19H32O2","[M+Cl]-","aliphatic","aliphatic",0.1667,-1.4737,1.68,0.11,2,4,0.1053
"C18H32O5","[M-H]-","aliphatic","aliphatic",0.0323,-1.2222,1.78,0.28,-2,3,-0.1111
"C17H32O4N2","[M-H]-","aliphatic","aliphatic+N",-0.0769,-1.0588,1.88,0.24,-3,3,-0.1765
"C19H36O4","[M-H]-","aliphatic","aliphatic",0,-1.4737,1.89,0.21,-2,2,-0.1053
"C16H11O7N1","[M-H]-","aromatic","aromatic",0.6522,0.375,0.69,0.44,4,12,0.25
"C11H19O8N1","[M+Cl]-","aliphatic","aliphatic+N",-0.3333,0,1.73,0.73,-6,3,-0.5455
"C17H15O6N1","[M-H]-","aromatic","aromatic",0.5385,0,0.88,0.35,4,11,0.2353
"C15H19O5N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3043,-0.4,1.27,0.33,1,7,0.0667
"C18H19O3N1S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4483,-0.4444,1.06,0.17,5,10,0.2778
"C12H23O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.3333,-0.5,1.92,0.58,-6,2,-0.5
"C20H27O3N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3143,-0.9,1.35,0.15,4,8,0.2
"C16H10O8","[M-H]-","condensed aromatic","condensed aromatic",0.6667,0.375,0.62,0.5,4,12,0.25
"C14H14O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4286,0,1,0.5,1,8,0.0714
"C17H14O7","[M-H]-","aromatic","aromatic",0.5556,0,0.82,0.41,4,11,0.2353
"C14H18O7S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1579,-0.1429,1.29,0.5,-2,6,-0.1429
"C19H18O1S1","[M+Cl]-","aromatic","aromatic",0.5429,-0.7368,0.95,0.05,9,11,0.4737
"C15H18O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.4,1.2,0.4,1,7,0.0667
"C21H14O4","[M-H]-","condensed aromatic","condensed aromatic",0.6842,-0.2857,0.67,0.19,11,15,0.5238
"C14H18O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1579,0,1.29,0.64,-3,6,-0.2143
"C19H18O3","[M+Cl]-","aromatic","aromatic",0.5429,-0.6316,0.95,0.16,8,11,0.4211
"C12H22O8","[M+Cl]-","aliphatic","aliphatic",-0.25,-0.5,1.83,0.67,-6,2,-0.5
"C18H18O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4667,-0.3333,1,0.33,4,10,0.2222
"C15H22O6S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0909,-0.5333,1.47,0.4,-2,5,-0.1333
"C17H18O5N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.44,-0.1176,1.06,0.29,3,10,0.1765
"C16H22O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2593,-0.75,1.38,0.31,1,6,0.0625
"C15H22O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0909,-0.4,1.47,0.53,-3,5,-0.2
"C18H22O2N2S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3571,-0.5556,1.22,0.11,4,9,0.2222
"C13H26O7","[M+Cl]-","aliphatic","lipid",-0.2632,-0.9231,2,0.54,-6,1,-0.4615
"C19H22O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3939,-0.6316,1.16,0.26,4,9,0.2105
"C16H26O5S1","[M-H]-","aliphatic","aliphatic",0.04,-0.875,1.62,0.31,-2,4,-0.125
"C17H26O4","[M+Cl]-","aliphatic","aliphatic",0.2,-1.0588,1.53,0.24,1,5,0.0588
"C16H26O7","[M-H]-","aliphatic","aliphatic",0.04,-0.75,1.62,0.44,-3,4,-0.1875
"C15H26O6N2","[M-H]-","aliphatic","aliphatic+N",-0.1,-0.5333,1.73,0.4,-4,4,-0.2667
"C14H30O6","[M+Cl]-","aliphatic","lipid",-0.2727,-1.2857,2.14,0.43,-6,0,-0.4286
"C20H26O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.9,1.3,0.2,4,8,0.2
"C18H30O3","[M+Cl]-","aliphatic","aliphatic",0.1515,-1.3333,1.67,0.17,1,4,0.0556
"C17H30O6","[M-H]-","aliphatic","aliphatic",0,-1.0588,1.76,0.35,-3,3,-0.1765
"C16H30O5N2","[M-H]-","aliphatic","aliphatic+N",-0.1304,-0.875,1.88,0.31,-4,3,-0.25
"C18H34O5","[M-H]-","aliphatic","aliphatic",-0.0323,-1.3333,1.89,0.28,-3,2,-0.1667
"C19H38O4","[M-H]-","aliphatic","lipid",-0.0588,-1.5789,2,0.21,-3,1,-0.1579
"C16H13O7N1","[M-H]-","aromatic","aromatic",0.5652,0.25,0.81,0.44,3,11,0.1875
"C11H21O8N1","[M+Cl]-","aliphatic","aliphatic+N",-0.5,-0.1818,1.91,0.73,-7,2,-0.6364
"C17H17O6N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4615,-0.1176,1,0.35,3,10,0.1765
"C15H21O5N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2174,-0.5333,1.4,0.33,0,6,0
"C12H25O7N1","[M+Cl]-","aliphatic","lipid",-0.4667,-0.6667,2.08,0.58,-7,1,-0.5833
"C18H21O5N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3793,-0.4444,1.17,0.28,3,9,0.1667
"C17H33O5N1","[M-H]-","aliphatic","aliphatic+N",-0.1111,-1.1765,1.94,0.29,-4,2,-0.2353
"C16H12O8","[M-H]-","aromatic","aromatic",0.5833,0.25,0.75,0.5,3,11,0.1875
"C14H16O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.1429,1.14,0.5,0,7,0
"C13H16O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.125,0.3077,1.23,0.77,-4,6,-0.3077
"C17H16O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4815,-0.1176,0.94,0.41,3,10,0.1765
"C15H20O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.25,-0.5333,1.33,0.4,0,6,0
"C14H20O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.0526,-0.1429,1.43,0.64,-4,5,-0.2857
"C19H20O3","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4857,-0.7368,1.05,0.16,7,10,0.3684
"C12H24O8","[M+Cl]-","aliphatic","lipid",-0.375,-0.6667,2,0.67,-7,1,-0.5833
"C18H20O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4,-0.4444,1.11,0.33,3,9,0.1667
"C15H24O6S1","[M-H]-","aliphatic","aliphatic",0,-0.6667,1.6,0.4,-3,4,-0.2
"C16H24O5","[M+Cl]-","aliphatic","aliphatic",0.1852,-0.875,1.5,0.31,0,5,0
"C15H24O8","[M-H]-","aliphatic","aliphatic",0,-0.5333,1.6,0.53,-4,4,-0.2667
"C19H24O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.7368,1.26,0.26,3,8,0.1579
"C17H28O4","[M+Cl]-","aliphatic","aliphatic",0.1333,-1.1765,1.65,0.24,0,4,0
"C16H28O7","[M-H]-","aliphatic","aliphatic",-0.04,-0.875,1.75,0.44,-4,3,-0.25
"C20H28O4","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2778,-1,1.4,0.2,3,7,0.15
"C18H32O3","[M+Cl]-","aliphatic","aliphatic",0.0909,-1.4444,1.78,0.17,0,3,0
"C17H32O6","[M-H]-","aliphatic","aliphatic",-0.0714,-1.1765,1.88,0.35,-4,2,-0.2353
"C19H36O2","[M+Cl]-","aliphatic","aliphatic",0.0556,-1.6842,1.89,0.11,0,2,0
"C18H36O5","[M-H]-","aliphatic","lipid",-0.0968,-1.4444,2,0.28,-4,1,-0.2222
"C20H40O1","[M+Cl]-","aliphatic","lipid",0.0256,-1.9,2,0.05,0,1,0
"C15H11O8N1","[M-H]-","aromatic","aromatic",0.6,0.5333,0.73,0.53,2,11,0.1333
"C16H15O7N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4783,0.125,0.94,0.44,2,10,0.125
"C21H15O1N1","[M+Cl]-","condensed aromatic","condensed aromatic",0.6923,-0.4762,0.71,0.05,13,15,0.619
"C14H19O6N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.2857,1.36,0.43,-1,6,-0.0714
"C15H23O5N1","[M+Cl]-","aliphatic","aliphatic+N",0.1304,-0.6667,1.53,0.33,-1,5,-0.0667
"C18H23O5N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3103,-0.5556,1.28,0.28,2,8,0.1111
"C15H27O5N1S1","[M-H]-","aliphatic","aliphatic+N",-0.1429,-0.8,1.8,0.33,-4,3,-0.2667
"C16H27O4N1","[M+Cl]-","aliphatic","aliphatic+N",0.0769,-1,1.69,0.25,-1,4,-0.0625
"C17H31O3N1","[M+Cl]-","aliphatic","aliphatic+N",0.0345,-1.2941,1.82,0.18,-1,3,-0.0588
"C16H10O6","[M+Cl]-","condensed aromatic","condensed aromatic",0.6923,0.125,0.62,0.38,6,12,0.375
"C15H10O9","[M-H]-","aromatic","aromatic",0.619,0.5333,0.67,0.6,2,11,0.1333
"C17H14O5","[M+Cl]-","aromatic","aromatic",0.5862,-0.2353,0.82,0.29,6,11,0.3529
"C16H14O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.5,0.125,0.88,0.5,2,10,0.125
"C14H18O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2381,-0.2857,1.29,0.5,-1,6,-0.0714
"C13H18O10","[M-H]-","unsaturated/lignin","unsaturated/lignin",0,0.1538,1.38,0.77,-5,5,-0.3846
"C18H18O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.5,-0.5556,1,0.22,6,10,0.3333
"C17H18O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4074,-0.2353,1.06,0.41,2,9,0.1176
"C15H22O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1667,-0.6667,1.47,0.4,-1,5,-0.0667
"C14H22O9","[M-H]-","aliphatic","aliphatic",-0.0526,-0.2857,1.57,0.64,-5,4,-0.3571
"C19H22O3","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4286,-0.8421,1.16,0.16,6,9,0.3158
"C18H22O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.5556,1.22,0.33,2,8,0.1111
"C15H26O6S1","[M-H]-","aliphatic","aliphatic",-0.0909,-0.8,1.73,0.4,-4,3,-0.2667
"C16H26O5","[M+Cl]-","aliphatic","aliphatic",0.1111,-1,1.62,0.31,-1,4,-0.0625
"C15H26O8","[M-H]-","aliphatic","aliphatic",-0.0909,-0.6667,1.73,0.53,-5,3,-0.3333
"C19H26O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2727,-0.8421,1.37,0.26,2,7,0.1053
"C17H30O4","[M+Cl]-","aliphatic","aliphatic",0.0667,-1.2941,1.76,0.24,-1,3,-0.0588
"C16H30O7","[M-H]-","aliphatic","aliphatic",-0.12,-1,1.88,0.44,-5,2,-0.3125
"C20H30O4","[M-H]-","aliphatic","aliphatic",0.2222,-1.1,1.5,0.2,2,6,0.1
"C18H34O3","[M+Cl]-","aliphatic","aliphatic",0.0303,-1.5556,1.89,0.17,-1,2,-0.0556
"C17H34O6","[M-H]-","aliphatic","lipid",-0.1429,-1.2941,2,0.35,-5,1,-0.2941
"C19H38O2","[M+Cl]-","aliphatic","lipid",0,-1.7895,2,0.11,-1,1,-0.0526
"C14H21O6N1","[M+Cl]-","aliphatic","aliphatic+N",0.1,-0.4286,1.5,0.43,-2,5,-0.1429
"C18H21O3N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4194,-0.6667,1.17,0.17,5,9,0.2778
"C15H25O5N1","[M+Cl]-","aliphatic","aliphatic+N",0.0435,-0.8,1.67,0.33,-2,4,-0.1333
"C18H25O5N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2414,-0.6667,1.39,0.28,1,7,0.0556
"C16H29O4N1","[M+Cl]-","aliphatic","aliphatic+N",0,-1.125,1.81,0.25,-2,3,-0.125
"C18H37O2N1","[M+Cl]-","aliphatic","lipid",-0.0625,-1.6667,2.06,0.11,-2,1,-0.1111
"C16H12O6","[M+Cl]-","aromatic","aromatic",0.6154,0,0.75,0.38,5,11,0.3125
"C15H12O9","[M-H]-","aromatic","aromatic",0.5238,0.4,0.8,0.6,1,10,0.0667
"C14H12O8N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.5,0.7143,0.86,0.57,0,10,0
"C13H16O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.2222,0,1.23,0.62,-2,6,-0.1538
"C19H12O6","[M-H]-","condensed aromatic","condensed aromatic",0.6875,0,0.63,0.32,8,14,0.4211
"C16H16O6S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4167,-0.125,1,0.38,2,9,0.125
"C17H16O5","[M+Cl]-","aromatic","aromatic",0.5172,-0.3529,0.94,0.29,5,10,0.2941
"C16H16O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4167,0,1,0.5,1,9,0.0625
"C15H16O7N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3684,0.2667,1.07,0.47,0,9,0
"C14H20O7","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1429,-0.4286,1.43,0.5,-2,5,-0.1429
"C17H20O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.3529,1.18,0.41,1,8,0.0588
"C15H24O6","[M+Cl]-","aliphatic","aliphatic",0.0833,-0.8,1.6,0.4,-2,4,-0.1333
"C19H24O3","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3714,-0.9474,1.26,0.16,5,8,0.2632
"C18H24O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2667,-0.6667,1.33,0.33,1,7,0.0556
"C15H28O6S1","[M-H]-","aliphatic","aliphatic",-0.1818,-0.9333,1.87,0.4,-5,2,-0.3333
"C16H28O5","[M+Cl]-","aliphatic","aliphatic",0.037,-1.125,1.75,0.31,-2,3,-0.125
"C15H28O8","[M-H]-","aliphatic","aliphatic",-0.1818,-0.8,1.87,0.53,-6,2,-0.4
"C20H28O2","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3158,-1.2,1.4,0.1,5,7,0.25
"C19H28O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2121,-0.9474,1.47,0.26,1,6,0.0526
"C16H32O5S1","[M-H]-","aliphatic","lipid",-0.2,-1.25,2,0.31,-5,1,-0.3125
"C17H32O4","[M+Cl]-","aliphatic","aliphatic",0,-1.4118,1.88,0.24,-2,2,-0.1176
"C16H32O7","[M-H]-","aliphatic","lipid",-0.2,-1.125,2,0.44,-6,1,-0.375
"C20H32O4","[M-H]-","aliphatic","aliphatic",0.1667,-1.2,1.6,0.2,1,5,0.05
"C18H36O3","[M+Cl]-","aliphatic","lipid",-0.0303,-1.6667,2,0.17,-2,1,-0.1111
"C19H40O2","[M+Cl]-","aliphatic","lipid",-0.0556,-1.8947,2.11,0.11,-2,0,-0.1053
"C19H15O3N1S1","[M-H]-","aromatic","aromatic",0.6129,-0.2105,0.79,0.16,8,13,0.4211
"C13H19O7N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.0588,-0.1538,1.46,0.54,-3,5,-0.2308
"C16H19O7N1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3043,-0.125,1.19,0.44,0,8,0
"C14H23O6N1","[M+Cl]-","aliphatic","aliphatic+N",0,-0.5714,1.64,0.43,-3,4,-0.2143
"C15H27O5N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0435,-0.9333,1.8,0.33,-3,3,-0.2
"C16H31O4N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0769,-1.25,1.94,0.25,-3,2,-0.1875
"C17H35O3N1","[M+Cl]-","aliphatic","lipid",-0.1034,-1.5294,2.06,0.18,-3,1,-0.1765
"C18H39O2N1","[M+Cl]-","aliphatic","lipid",-0.125,-1.7778,2.17,0.11,-3,0,-0.1667
"C20H14O1S1","[M+Cl]-","condensed aromatic","condensed aromatic",0.6757,-0.5,0.7,0.05,12,14,0.6
"C16H14O6","[M+Cl]-","aromatic","aromatic",0.5385,-0.125,0.88,0.38,4,10,0.25
"C15H14O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4286,0.2667,0.93,0.6,0,9,0
"C20H14O3","[M+Cl]-","condensed aromatic","condensed aromatic",0.6757,-0.4,0.7,0.15,11,14,0.55
"C13H18O8","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.1111,-0.1538,1.38,0.62,-3,5,-0.2308
"C19H14O6","[M-H]-","aromatic","aromatic",0.625,-0.1053,0.74,0.32,7,13,0.3684
"C17H18O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4483,-0.4706,1.06,0.29,4,9,0.2353
"C16H18O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,-0.125,1.12,0.5,0,8,0
"C15H18O7N2","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2632,0.1333,1.2,0.47,-1,8,-0.0667
"C14H22O7","[M+Cl]-","aliphatic","aliphatic",0.0476,-0.5714,1.57,0.5,-3,4,-0.2143
"C18H22O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.375,-0.7778,1.22,0.22,4,8,0.2222
"C17H22O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2593,-0.4706,1.29,0.41,0,7,0
"C14H26O7S1","[M-H]-","aliphatic","aliphatic",-0.2632,-0.7143,1.86,0.5,-6,2,-0.4286
"C15H26O6","[M+Cl]-","aliphatic","aliphatic",0,-0.9333,1.73,0.4,-3,3,-0.2
"C19H26O3","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3143,-1.0526,1.37,0.16,4,7,0.2105
"C18H26O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2,-0.7778,1.44,0.33,0,6,0
"C15H30O6S1","[M-H]-","aliphatic","lipid",-0.2727,-1.0667,2,0.4,-6,1,-0.4
"C16H30O5","[M+Cl]-","aliphatic","aliphatic",-0.037,-1.25,1.88,0.31,-3,2,-0.1875
"C19H30O3S1","[M-H]-","aliphatic","aliphatic",0.1515,-1.1579,1.58,0.16,1,5,0.0526
"C20H30O2","[M+Cl]-","aliphatic","aliphatic",0.2632,-1.3,1.5,0.1,4,6,0.2
"C19H30O5","[M-H]-","aliphatic","aliphatic",0.1515,-1.0526,1.58,0.26,0,5,0
"C16H34O5S1","[M-H]-","aliphatic","lipid",-0.28,-1.375,2.12,0.31,-6,0,-0.375
"C17H34O4","[M+Cl]-","aliphatic","lipid",-0.0667,-1.5294,2,0.24,-3,1,-0.1765
"C20H34O4","[M-H]-","aliphatic","aliphatic",0.1111,-1.3,1.7,0.2,0,4,0
"C18H38O3","[M+Cl]-","aliphatic","lipid",-0.0909,-1.7778,2.11,0.17,-3,0,-0.1667
"C12H17O8N1","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0,0.1667,1.42,0.67,-4,5,-0.3333
"C19H17O3N1S1","[M-H]-","aromatic","aromatic",0.5484,-0.3158,0.89,0.16,7,12,0.3684
"C13H21O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0588,-0.3077,1.62,0.54,-4,4,-0.3077
"C14H25O6N1","[M+Cl]-","aliphatic","aliphatic+N",-0.1,-0.7143,1.79,0.43,-4,3,-0.2857
"C15H29O5N1","[M+Cl]-","aliphatic","aliphatic+N",-0.1304,-1.0667,1.93,0.33,-4,2,-0.2667
"C17H37O3N1","[M+Cl]-","aliphatic","lipid",-0.1724,-1.6471,2.18,0.18,-4,0,-0.2353
"C19H12O2S1","[M+Cl]-","condensed aromatic","condensed aromatic",0.7059,-0.3158,0.63,0.11,11,14,0.5789
"C15H12O7","[M+Cl]-","aromatic","aromatic",0.5652,0.1333,0.8,0.47,3,10,0.2
"C18H12O7","[M-H]-","aromatic","aromatic",0.6552,0.1111,0.67,0.39,6,13,0.3333
"C20H16O1S1","[M+Cl]-","aromatic","aromatic",0.6216,-0.6,0.8,0.05,11,13,0.55
"C16H16O6","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.4615,-0.25,1,0.38,3,9,0.1875
"C15H16O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.3333,0.1333,1.07,0.6,-1,8,-0.0667
"C20H16O3","[M+Cl]-","aromatic","aromatic",0.6216,-0.5,0.8,0.15,10,13,0.5
"C13H20O8","[M+Cl]-","aliphatic","aliphatic",0,-0.3077,1.54,0.62,-4,4,-0.3077
"C19H16O6","[M-H]-","aromatic","aromatic",0.5625,-0.2105,0.84,0.32,6,12,0.3158
"C17H20O5","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3793,-0.5882,1.18,0.29,3,8,0.1765
"C16H20O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.25,-0.25,1.25,0.5,-1,7,-0.0625
"C14H24O7","[M+Cl]-","aliphatic","aliphatic",-0.0476,-0.7143,1.71,0.5,-4,3,-0.2857
"C20H20O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.4857,-0.5,1,0.25,6,11,0.3
"C17H24O5S1","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1852,-0.7059,1.41,0.29,0,6,0
"C18H24O4","[M+Cl]-","unsaturated/lignin","unsaturated/lignin",0.3125,-0.8889,1.33,0.22,3,7,0.1667
"C17H24O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1852,-0.5882,1.41,0.41,-1,6,-0.0588
"C14H28O7S1","[M-H]-","aliphatic","lipid",-0.3684,-0.8571,2,0.5,-7,1,-0.5
"C15H28O6","[M+Cl]-","aliphatic","aliphatic",-0.0833,-1.0667,1.87,0.4,-4,2,-0.2667
"C18H28O4S1","[M-H]-","aliphatic","aliphatic",0.1333,-1,1.56,0.22,0,5,0
"C14H28O9","[M-H]-","aliphatic","lipid",-0.3684,-0.7143,2,0.64,-8,1,-0.5714
"C18H28O6","[M-H]-","aliphatic","aliphatic",0.1333,-0.8889,1.56,0.33,-1,5,-0.0556
"C15H32O6S1","[M-H]-","aliphatic","lipid",-0.3636,-1.2,2.13,0.4,-7,0,-0.4667
"C17H28O5N2","[M-H]-","aliphatic","aliphatic+N",0.04,-0.7059,1.65,0.29,-2,5,-0.1176
"C16H32O5","[M+Cl]-","aliphatic","lipid",-0.1111,-1.375,2,0.31,-4,1,-0.25
"C19H32O3S1","[M-H]-","aliphatic","aliphatic",0.0909,-1.2632,1.68,0.16,0,4,0
"C17H36O2S1","[M+Cl]-","aliphatic","lipid",-0.1333,-1.7647,2.12,0.12,-3,0,-0.1765
"C19H32O5","[M-H]-","aliphatic","aliphatic",0.0909,-1.1579,1.68,0.26,-1,4,-0.0526
"C18H32O4N2","[M-H]-","aliphatic","aliphatic+N",0,-1,1.78,0.22,-2,4,-0.1111
"C17H36O4","[M+Cl]-","aliphatic","lipid",-0.1333,-1.6471,2.12,0.24,-4,0,-0.2353
"C20H36O4","[M-H]-","aliphatic","aliphatic",0.0556,-1.4,1.8,0.2,-1,3,-0.05
"C21H40O3","[M-H]-","aliphatic","aliphatic",0.0256,-1.619,1.9,0.14,-1,2,-0.0476
"C12H19O8N1","[M+Cl]-","aliphatic","aliphatic+N",-0.1429,0,1.58,0.67,-5,4,-0.4167
"C13H23O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.1765,-0.4615,1.77,0.54,-5,3,-0.3846
"C14H27O6N1","[M+Cl]-","aliphatic","aliphatic+N",-0.2,-0.8571,1.93,0.43,-5,2,-0.3571
"C17H27O6N1","[M-H]-","aliphatic","aliphatic+N",0.0769,-0.7059,1.59,0.35,-2,5,-0.1176
"C15H31O5N1","[M+Cl]-","aliphatic","lipid",-0.2174,-1.2,2.07,0.33,-5,1,-0.3333
"C18H31O5N1","[M-H]-","aliphatic","aliphatic+N",0.0345,-1,1.72,0.28,-2,4,-0.1111
"C16H35O4N1","[M+Cl]-","aliphatic","lipid",-0.2308,-1.5,2.19,0.25,-5,0,-0.3125
"C17H10O8","[M-H]-","condensed aromatic","condensed aromatic",0.6923,0.3529,0.59,0.47,5,13,0.2941
"C19H14O2S1","[M+Cl]-","aromatic","aromatic",0.6471,-0.4211,0.74,0.11,10,13,0.5263
