"formula","Temp","Treatment"
"C9H15O4N1","-2","0.4"
"C9H15O4N1","-6","2"
"C10H19O3N1","-2","0.4"
"C10H19O3N1","-2","0.2"
"C10H19O3N1","-2","2"
"C10H19O3N1","2","0"
"C10H19O3N1","2","0.4"
"C10H19O3N1","2","0.2"
"C10H19O3N1","6","0"
"C10H19O3N1","6","0.4"
"C10H19O3N1","6","2"
"C10H19O3N1","-10","0.4"
"C10H19O3N1","-10","2"
"C10H19O3N1","-6","0.2"
"C10H19O3N1","-6","2"
"C10H19O3N1","-2","0"
"C7H6O5S1","-2","0.4"
"C7H6O5S1","-2","2"
"C7H6O5S1","-10","0"
"C7H6O5S1","-10","0.4"
"C7H6O5S1","-10","0.2"
"C7H6O5S1","-10","2"
"C7H6O5S1","-6","0"
"C7H6O5S1","-6","0.4"
"C7H6O5S1","-6","0.2"
"C7H6O5S1","-6","2"
"C8H6O4","2","0.2"
"C12H10O3","-2","0.4"
"C12H10O3","Pre","Pre"
"C12H10O3","2","0.2"
"C12H10O3","-10","0"
"C12H10O3","-6","0.2"
"C12H10O3","-6","2"
"C12H10O3","-2","0"
"C10H14O2","-2","0.4"
"C10H14O2","2","0"
"C10H14O2","6","0"
"C10H14O2","6","0.2"
"C10H14O2","-2","0"
"C9H14O5","-2","0.4"
"C9H14O5","-2","0.2"
"C9H14O5","-2","2"
"C9H14O5","Pre","Pre"
"C9H14O5","2","0"
"C9H14O5","2","0.4"
"C9H14O5","2","0.2"
"C9H14O5","2","2"
"C9H14O5","6","0"
"C9H14O5","6","0.4"
"C9H14O5","6","0.2"
"C9H14O5","6","2"
"C9H14O5","-10","0"
"C9H14O5","-10","0.4"
"C9H14O5","-10","0.2"
"C9H14O5","-10","2"
"C9H14O5","-6","0"
"C9H14O5","-6","0.4"
"C9H14O5","-6","0.2"
"C9H14O5","-6","2"
"C9H14O5","-2","0"
"C10H18O4","-2","0.4"
"C10H18O4","-2","0.2"
"C10H18O4","-2","2"
"C10H18O4","Pre","Pre"
"C10H18O4","2","0"
"C10H18O4","2","0.4"
"C10H18O4","2","0.2"
"C10H18O4","2","2"
"C10H18O4","6","0"
"C10H18O4","6","0.4"
"C10H18O4","6","0.2"
"C10H18O4","6","2"
"C10H18O4","-10","0"
"C10H18O4","-10","0.4"
"C10H18O4","-10","0.2"
"C10H18O4","-10","2"
"C10H18O4","-6","0"
"C10H18O4","-6","0.4"
"C10H18O4","-6","0.2"
"C10H18O4","-6","2"
"C10H18O4","-2","0"
"C14H18O1","Pre","Pre"
"C11H22O3","-2","0.4"
"C11H22O3","-2","0.2"
"C11H22O3","-2","2"
"C11H22O3","Pre","Pre"
"C11H22O3","2","0"
"C11H22O3","2","0.4"
"C11H22O3","2","0.2"
"C11H22O3","2","2"
"C11H22O3","6","0"
"C11H22O3","6","0.4"
"C11H22O3","6","0.2"
"C11H22O3","6","2"
"C11H22O3","-10","0"
"C11H22O3","-10","0.4"
"C11H22O3","-10","0.2"
"C11H22O3","-10","2"
"C11H22O3","-6","0"
"C11H22O3","-6","0.4"
"C11H22O3","-6","0.2"
"C11H22O3","-6","2"
"C11H22O3","-2","0"
"C9H17O4N1","2","0.4"
"C9H17O4N1","-10","0.2"
"C9H17O4N1","-6","0"
"C11H8O4","-2","0.4"
"C11H8O4","-2","0.2"
"C11H8O4","-2","2"
"C11H8O4","Pre","Pre"
"C11H8O4","2","0"
"C11H8O4","2","0.4"
"C11H8O4","2","0.2"
"C11H8O4","2","2"
"C11H8O4","6","0"
"C11H8O4","6","0.4"
"C11H8O4","6","0.2"
"C11H8O4","6","2"
"C11H8O4","-10","0"
"C11H8O4","-10","0.4"
"C11H8O4","-10","0.2"
"C11H8O4","-10","2"
"C11H8O4","-6","0"
"C11H8O4","-6","0.4"
"C11H8O4","-6","0.2"
"C11H8O4","-6","2"
"C11H8O4","-2","0"
"C8H12O6","-6","0.2"
"C12H12O3","-2","0.4"
"C12H12O3","-2","2"
"C12H12O3","Pre","Pre"
"C12H12O3","2","0"
"C12H12O3","2","0.4"
"C12H12O3","2","0.2"
"C12H12O3","6","0"
"C12H12O3","6","0.4"
"C12H12O3","6","0.2"
"C12H12O3","6","2"
"C12H12O3","-10","0"
"C12H12O3","-10","0.4"
"C12H12O3","-10","0.2"
"C12H12O3","-10","2"
"C12H12O3","-6","0"
"C12H12O3","-6","0.4"
"C12H12O3","-6","0.2"
"C12H12O3","-6","2"
"C12H12O3","-2","0"
"C9H16O5","-2","0.4"
"C9H16O5","-2","0.2"
"C9H16O5","-2","2"
"C9H16O5","Pre","Pre"
"C9H16O5","2","0"
"C9H16O5","2","0.4"
"C9H16O5","2","0.2"
"C9H16O5","2","2"
"C9H16O5","6","0"
"C9H16O5","6","0.4"
"C9H16O5","6","0.2"
"C9H16O5","6","2"
"C9H16O5","-10","0"
"C9H16O5","-10","0.4"
"C9H16O5","-10","0.2"
"C9H16O5","-10","2"
"C9H16O5","-6","0"
"C9H16O5","-6","0.4"
"C9H16O5","-6","0.2"
"C9H16O5","-6","2"
"C9H16O5","-2","0"
"C13H16O2","-2","0.4"
"C13H16O2","-2","0.2"
"C13H16O2","-2","2"
"C13H16O2","Pre","Pre"
"C13H16O2","2","0"
"C13H16O2","2","0.4"
"C13H16O2","2","0.2"
"C13H16O2","2","2"
"C13H16O2","6","0"
"C13H16O2","6","0.4"
"C13H16O2","6","0.2"
"C13H16O2","6","2"
"C13H16O2","-10","0"
"C13H16O2","-10","0.4"
"C13H16O2","-10","0.2"
"C13H16O2","-10","2"
"C13H16O2","-6","0"
"C13H16O2","-6","0.4"
"C13H16O2","-6","0.2"
"C13H16O2","-6","2"
"C13H16O2","-2","0"
"C10H20O4","-2","0.4"
"C10H20O4","-2","0.2"
"C10H20O4","-2","2"
"C10H20O4","Pre","Pre"
"C10H20O4","2","0"
"C10H20O4","2","0.4"
"C10H20O4","2","0.2"
"C10H20O4","2","2"
"C10H20O4","6","0"
"C10H20O4","6","0.4"
"C10H20O4","6","0.2"
"C10H20O4","6","2"
"C10H20O4","-10","0"
"C10H20O4","-10","0.4"
"C10H20O4","-10","0.2"
"C10H20O4","-10","2"
"C10H20O4","-6","0"
"C10H20O4","-6","0.4"
"C10H20O4","-6","0.2"
"C10H20O4","-6","2"
"C10H20O4","-2","0"
"C14H20O1","Pre","Pre"
"C10H7O4N1","-2","0.4"
"C10H7O4N1","-2","0.2"
"C10H7O4N1","-2","2"
"C10H7O4N1","2","0"
"C10H7O4N1","2","0.4"
"C10H7O4N1","2","0.2"
"C10H7O4N1","6","0"
"C10H7O4N1","6","0.4"
"C10H7O4N1","6","2"
"C10H7O4N1","-10","0"
"C10H7O4N1","-10","0.4"
"C10H7O4N1","-10","0.2"
"C10H7O4N1","-10","2"
"C10H7O4N1","-6","0"
"C10H7O4N1","-6","0.4"
"C10H7O4N1","-6","0.2"
"C10H7O4N1","-6","2"
"C10H7O4N1","-2","0"
"C11H11O3N1","-2","0.4"
"C11H11O3N1","-2","2"
"C11H11O3N1","-6","2"
"C10H6O5","-2","0.4"
"C10H6O5","-2","0.2"
"C10H6O5","-2","2"
"C10H6O5","2","0"
"C10H6O5","2","0.4"
"C10H6O5","2","0.2"
"C10H6O5","2","2"
"C10H6O5","6","0"
"C10H6O5","6","0.4"
"C10H6O5","6","0.2"
"C10H6O5","6","2"
"C10H6O5","-10","0"
"C10H6O5","-10","0.4"
"C10H6O5","-10","0.2"
"C10H6O5","-10","2"
"C10H6O5","-6","0"
"C10H6O5","-6","0.4"
"C10H6O5","-6","0.2"
"C10H6O5","-6","2"
"C10H6O5","-2","0"
"C11H10O4","-2","0.4"
"C11H10O4","-2","0.2"
"C11H10O4","-2","2"
"C11H10O4","Pre","Pre"
"C11H10O4","2","0"
"C11H10O4","2","0.4"
"C11H10O4","2","0.2"
"C11H10O4","2","2"
"C11H10O4","6","0"
"C11H10O4","6","0.4"
"C11H10O4","6","0.2"
"C11H10O4","6","2"
"C11H10O4","-10","0"
"C11H10O4","-10","0.4"
"C11H10O4","-10","0.2"
"C11H10O4","-10","2"
"C11H10O4","-6","0"
"C11H10O4","-6","0.4"
"C11H10O4","-6","0.2"
"C11H10O4","-6","2"
"C11H10O4","-2","0"
"C9H14O3","6","0.4"
"C12H14O3","-2","0.4"
"C12H14O3","-2","0.2"
"C12H14O3","-2","2"
"C12H14O3","Pre","Pre"
"C12H14O3","2","0"
"C12H14O3","2","0.4"
"C12H14O3","2","0.2"
"C12H14O3","2","2"
"C12H14O3","6","0"
"C12H14O3","6","0.4"
"C12H14O3","6","0.2"
"C12H14O3","6","2"
"C12H14O3","-10","0"
"C12H14O3","-10","0.4"
"C12H14O3","-10","0.2"
"C12H14O3","-10","2"
"C12H14O3","-6","0"
"C12H14O3","-6","0.4"
"C12H14O3","-6","0.2"
"C12H14O3","-6","2"
"C12H14O3","-2","0"
"C13H18O2","-2","0.4"
"C13H18O2","-2","0.2"
"C13H18O2","-2","2"
"C13H18O2","Pre","Pre"
"C13H18O2","2","0"
"C13H18O2","2","0.4"
"C13H18O2","2","0.2"
"C13H18O2","2","2"
"C13H18O2","6","0"
"C13H18O2","6","0.4"
"C13H18O2","6","0.2"
"C13H18O2","6","2"
"C13H18O2","-10","0"
"C13H18O2","-10","0.4"
"C13H18O2","-10","0.2"
"C13H18O2","-10","2"
"C13H18O2","-6","0"
"C13H18O2","-6","0.4"
"C13H18O2","-6","0.2"
"C13H18O2","-6","2"
"C13H18O2","-2","0"
"C14H22O1","-2","0.4"
"C14H22O1","-2","0.2"
"C14H22O1","-2","2"
"C14H22O1","Pre","Pre"
"C14H22O1","2","0"
"C14H22O1","2","0.4"
"C14H22O1","2","0.2"
"C14H22O1","2","2"
"C14H22O1","6","0"
"C14H22O1","6","0.4"
"C14H22O1","6","0.2"
"C14H22O1","6","2"
"C14H22O1","-10","0"
"C14H22O1","-10","0.4"
"C14H22O1","-10","0.2"
"C14H22O1","-10","2"
"C14H22O1","-6","0"
"C14H22O1","-6","0.4"
"C14H22O1","-6","0.2"
"C14H22O1","-6","2"
"C14H22O1","-2","0"
"C11H13O3N1","-2","0.4"
"C11H13O3N1","-2","2"
"C11H13O3N1","Pre","Pre"
"C11H13O3N1","-10","0.2"
"C11H13O3N1","-6","0"
"C11H13O3N1","-6","0.4"
"C11H13O3N1","-6","0.2"
"C11H13O3N1","-6","2"
"C10H8O3S1","-2","0.4"
"C10H8O3S1","-2","0.2"
"C10H8O3S1","-2","2"
"C10H8O3S1","Pre","Pre"
"C10H8O3S1","2","0"
"C10H8O3S1","2","0.4"
"C10H8O3S1","2","0.2"
"C10H8O3S1","2","2"
"C10H8O3S1","6","0"
"C10H8O3S1","6","0.4"
"C10H8O3S1","6","0.2"
"C10H8O3S1","6","2"
"C10H8O3S1","-10","0"
"C10H8O3S1","-10","0.4"
"C10H8O3S1","-10","0.2"
"C10H8O3S1","-10","2"
"C10H8O3S1","-6","0"
"C10H8O3S1","-6","0.4"
"C10H8O3S1","-6","0.2"
"C10H8O3S1","-6","2"
"C10H8O3S1","-2","0"
"C10H8O5","-2","0.4"
"C10H8O5","-2","0.2"
"C10H8O5","-2","2"
"C10H8O5","Pre","Pre"
"C10H8O5","2","0"
"C10H8O5","2","0.4"
"C10H8O5","2","0.2"
"C10H8O5","2","2"
"C10H8O5","6","0"
"C10H8O5","6","0.4"
"C10H8O5","6","0.2"
"C10H8O5","6","2"
"C10H8O5","-10","0"
"C10H8O5","-10","0.4"
"C10H8O5","-10","0.2"
"C10H8O5","-10","2"
"C10H8O5","-6","0"
"C10H8O5","-6","0.4"
"C10H8O5","-6","0.2"
"C10H8O5","-6","2"
"C10H8O5","-2","0"
"C8H12O4","-2","0.4"
"C8H12O4","Pre","Pre"
"C8H12O4","2","0"
"C8H12O4","2","0.4"
"C8H12O4","2","2"
"C8H12O4","6","0"
"C8H12O4","6","2"
"C8H12O4","-10","0.2"
"C8H12O4","-10","2"
"C8H12O4","-6","0"
"C8H12O4","-6","0.4"
"C8H12O4","-6","2"
"C11H12O4","-2","0.4"
"C11H12O4","-2","0.2"
"C11H12O4","-2","2"
"C11H12O4","Pre","Pre"
"C11H12O4","2","0"
"C11H12O4","2","0.4"
"C11H12O4","2","0.2"
"C11H12O4","2","2"
"C11H12O4","6","0"
"C11H12O4","6","0.4"
"C11H12O4","6","0.2"
"C11H12O4","6","2"
"C11H12O4","-10","0"
"C11H12O4","-10","0.4"
"C11H12O4","-10","0.2"
"C11H12O4","-10","2"
"C11H12O4","-6","0"
"C11H12O4","-6","0.4"
"C11H12O4","-6","0.2"
"C11H12O4","-6","2"
"C11H12O4","-2","0"
"C9H16O3","-2","0.4"
"C9H16O3","-2","0.2"
"C9H16O3","-2","2"
"C9H16O3","Pre","Pre"
"C9H16O3","2","0"
"C9H16O3","2","0.4"
"C9H16O3","2","0.2"
"C9H16O3","2","2"
"C9H16O3","6","0"
"C9H16O3","6","0.4"
"C9H16O3","6","0.2"
"C9H16O3","6","2"
"C9H16O3","-10","0"
"C9H16O3","-10","0.4"
"C9H16O3","-10","0.2"
"C9H16O3","-10","2"
"C9H16O3","-6","0"
"C9H16O3","-6","0.4"
"C9H16O3","-6","0.2"
"C9H16O3","-6","2"
"C9H16O3","-2","0"
"C12H16O3","-2","0.4"
"C12H16O3","-2","0.2"
"C12H16O3","-2","2"
"C12H16O3","Pre","Pre"
"C12H16O3","2","0"
"C12H16O3","2","0.4"
"C12H16O3","2","0.2"
"C12H16O3","2","2"
"C12H16O3","6","0"
"C12H16O3","6","0.4"
"C12H16O3","6","0.2"
"C12H16O3","6","2"
"C12H16O3","-10","0"
"C12H16O3","-10","0.4"
"C12H16O3","-10","0.2"
"C12H16O3","-10","2"
"C12H16O3","-6","0"
"C12H16O3","-6","0.4"
"C12H16O3","-6","0.2"
"C12H16O3","-6","2"
"C12H16O3","-2","0"
"C13H20O2","-2","0.4"
"C13H20O2","-2","0.2"
"C13H20O2","-2","2"
"C13H20O2","Pre","Pre"
"C13H20O2","2","0"
"C13H20O2","2","0.4"
"C13H20O2","2","0.2"
"C13H20O2","2","2"
"C13H20O2","6","0"
"C13H20O2","6","0.4"
"C13H20O2","6","0.2"
"C13H20O2","6","2"
"C13H20O2","-10","0"
"C13H20O2","-10","0.4"
"C13H20O2","-10","0.2"
"C13H20O2","-10","2"
"C13H20O2","-6","0"
"C13H20O2","-6","0.4"
"C13H20O2","-6","0.2"
"C13H20O2","-6","2"
"C13H20O2","-2","0"
"C9H7O5N1","-2","0.4"
"C9H7O5N1","-2","2"
"C9H7O5N1","-6","2"
"C7H11O4N1","2","0"
"C7H11O4N1","2","0.4"
"C7H11O4N1","2","0.2"
"C10H11O4N1","2","0.4"
"C10H10O5","-2","0.4"
"C10H10O5","-2","0.2"
"C10H10O5","-2","2"
"C10H10O5","2","0"
"C10H10O5","2","0.4"
"C10H10O5","2","0.2"
"C10H10O5","2","2"
"C10H10O5","6","0"
"C10H10O5","6","0.4"
"C10H10O5","6","0.2"
"C10H10O5","6","2"
"C10H10O5","-10","0"
"C10H10O5","-10","0.4"
"C10H10O5","-10","0.2"
"C10H10O5","-10","2"
"C10H10O5","-6","0"
"C10H10O5","-6","0.4"
"C10H10O5","-6","0.2"
"C10H10O5","-6","2"
"C10H10O5","-2","0"
"C8H14O4","-2","0.4"
"C8H14O4","-2","0.2"
"C8H14O4","-2","2"
"C8H14O4","2","0"
"C8H14O4","2","0.4"
"C8H14O4","2","0.2"
"C8H14O4","2","2"
"C8H14O4","6","0"
"C8H14O4","6","0.4"
"C8H14O4","6","0.2"
"C8H14O4","6","2"
"C8H14O4","-10","0"
"C8H14O4","-10","0.4"
"C8H14O4","-10","0.2"
"C8H14O4","-10","2"
"C8H14O4","-6","0"
"C8H14O4","-6","0.4"
"C8H14O4","-6","0.2"
"C8H14O4","-6","2"
"C8H14O4","-2","0"
"C11H14O4","-2","0.4"
"C11H14O4","-2","0.2"
"C11H14O4","-2","2"
"C11H14O4","Pre","Pre"
"C11H14O4","2","0"
"C11H14O4","2","0.4"
"C11H14O4","2","0.2"
"C11H14O4","2","2"
"C11H14O4","6","0"
"C11H14O4","6","0.4"
"C11H14O4","6","0.2"
"C11H14O4","6","2"
"C11H14O4","-10","0"
"C11H14O4","-10","0.4"
"C11H14O4","-10","0.2"
"C11H14O4","-10","2"
"C11H14O4","-6","0"
"C11H14O4","-6","0.4"
"C11H14O4","-6","0.2"
"C11H14O4","-6","2"
"C11H14O4","-2","0"
"C8H18O4S1","-2","0.4"
"C8H18O4S1","-2","0.2"
"C8H18O4S1","2","0"
"C8H18O4S1","2","0.4"
"C8H18O4S1","2","0.2"
"C8H18O4S1","2","2"
"C8H18O4S1","6","0"
"C8H18O4S1","6","0.4"
"C8H18O4S1","6","0.2"
"C8H18O4S1","6","2"
"C8H18O4S1","-10","0"
"C8H18O4S1","-10","0.4"
"C8H18O4S1","-10","0.2"
"C8H18O4S1","-10","2"
"C8H18O4S1","-6","0"
"C8H18O4S1","-6","0.4"
"C8H18O4S1","-6","0.2"
"C8H18O4S1","-6","2"
"C8H18O4S1","-2","0"
"C9H18O3","-2","0.4"
"C9H18O3","-2","0.2"
"C9H18O3","-2","2"
"C9H18O3","Pre","Pre"
"C9H18O3","2","0"
"C9H18O3","2","0.4"
"C9H18O3","2","0.2"
"C9H18O3","2","2"
"C9H18O3","6","0"
"C9H18O3","6","0.4"
"C9H18O3","6","0.2"
"C9H18O3","6","2"
"C9H18O3","-10","0"
"C9H18O3","-10","0.4"
"C9H18O3","-10","0.2"
"C9H18O3","-10","2"
"C9H18O3","-6","0"
"C9H18O3","-6","0.4"
"C9H18O3","-6","0.2"
"C9H18O3","-6","2"
"C9H18O3","-2","0"
"C12H18O3","-2","0.4"
"C12H18O3","-2","0.2"
"C12H18O3","-2","2"
"C12H18O3","Pre","Pre"
"C12H18O3","2","0"
"C12H18O3","2","0.4"
"C12H18O3","2","0.2"
"C12H18O3","2","2"
"C12H18O3","6","0"
"C12H18O3","6","0.4"
"C12H18O3","6","0.2"
"C12H18O3","6","2"
"C12H18O3","-10","0"
"C12H18O3","-10","0.4"
"C12H18O3","-10","0.2"
"C12H18O3","-10","2"
"C12H18O3","-6","0"
"C12H18O3","-6","0.4"
"C12H18O3","-6","0.2"
"C12H18O3","-6","2"
"C12H18O3","-2","0"
"C13H22O2","-2","0.4"
"C13H22O2","-2","0.2"
"C13H22O2","-2","2"
"C13H22O2","Pre","Pre"
"C13H22O2","2","0"
"C13H22O2","2","0.4"
"C13H22O2","2","0.2"
"C13H22O2","2","2"
"C13H22O2","6","0"
"C13H22O2","6","0.4"
"C13H22O2","6","0.2"
"C13H22O2","6","2"
"C13H22O2","-10","0"
"C13H22O2","-10","0.4"
"C13H22O2","-10","0.2"
"C13H22O2","-10","2"
"C13H22O2","-6","0"
"C13H22O2","-6","0.4"
"C13H22O2","-6","0.2"
"C13H22O2","-6","2"
"C13H22O2","-2","0"
"C9H9O5N1","-2","0.4"
"C9H9O5N1","-2","2"
"C9H9O5N1","2","0"
"C9H9O5N1","2","0.4"
"C9H9O5N1","2","0.2"
"C9H9O5N1","2","2"
"C9H9O5N1","-10","0"
"C9H9O5N1","-10","0.4"
"C9H9O5N1","-10","0.2"
"C9H9O5N1","-10","2"
"C9H9O5N1","-6","0"
"C9H9O5N1","-6","0.4"
"C9H9O5N1","-6","0.2"
"C9H9O5N1","-6","2"
"C9H9O5N1","-2","0"
"C10H13O4N1","-2","0.4"
"C10H13O4N1","-2","0.2"
"C10H13O4N1","-2","2"
"C10H13O4N1","Pre","Pre"
"C10H13O4N1","2","0"
"C10H13O4N1","2","0.4"
"C10H13O4N1","2","0.2"
"C10H13O4N1","2","2"
"C10H13O4N1","6","0"
"C10H13O4N1","6","0.4"
"C10H13O4N1","6","0.2"
"C10H13O4N1","6","2"
"C10H13O4N1","-10","0"
"C10H13O4N1","-10","0.4"
"C10H13O4N1","-10","0.2"
"C10H13O4N1","-10","2"
"C10H13O4N1","-6","0"
"C10H13O4N1","-6","0.4"
"C10H13O4N1","-6","0.2"
"C10H13O4N1","-6","2"
"C10H13O4N1","-2","0"
"C9H8O6","-2","0.4"
"C9H8O6","-2","0.2"
"C9H8O6","-2","2"
"C9H8O6","2","0"
"C9H8O6","2","0.4"
"C9H8O6","6","0"
"C9H8O6","-10","0"
"C9H8O6","-10","0.4"
"C9H8O6","-10","0.2"
"C9H8O6","-10","2"
"C9H8O6","-6","0.4"
"C9H8O6","-6","0.2"
"C9H8O6","-6","2"
"C10H12O5","-2","0.4"
"C10H12O5","-2","0.2"
"C10H12O5","-2","2"
"C10H12O5","Pre","Pre"
"C10H12O5","2","0"
"C10H12O5","2","0.4"
"C10H12O5","2","0.2"
"C10H12O5","2","2"
"C10H12O5","6","0"
"C10H12O5","6","0.4"
"C10H12O5","6","0.2"
"C10H12O5","6","2"
"C10H12O5","-10","0"
"C10H12O5","-10","0.4"
"C10H12O5","-10","0.2"
"C10H12O5","-10","2"
"C10H12O5","-6","0"
"C10H12O5","-6","0.4"
"C10H12O5","-6","0.2"
"C10H12O5","-6","2"
"C10H12O5","-2","0"
"C11H16O4","-2","0.4"
"C11H16O4","-2","0.2"
"C11H16O4","-2","2"
"C11H16O4","Pre","Pre"
"C11H16O4","2","0"
"C11H16O4","2","0.4"
"C11H16O4","2","0.2"
"C11H16O4","2","2"
"C11H16O4","6","0"
"C11H16O4","6","0.4"
"C11H16O4","6","0.2"
"C11H16O4","6","2"
"C11H16O4","-10","0"
"C11H16O4","-10","0.4"
"C11H16O4","-10","0.2"
"C11H16O4","-10","2"
"C11H16O4","-6","0"
"C11H16O4","-6","0.4"
"C11H16O4","-6","0.2"
"C11H16O4","-6","2"
"C11H16O4","-2","0"
"C12H20O3","-2","0.4"
"C12H20O3","-2","0.2"
"C12H20O3","-2","2"
"C12H20O3","Pre","Pre"
"C12H20O3","2","0"
"C12H20O3","2","0.4"
"C12H20O3","2","0.2"
"C12H20O3","2","2"
"C12H20O3","6","0"
"C12H20O3","6","0.4"
"C12H20O3","6","0.2"
"C12H20O3","6","2"
"C12H20O3","-10","0"
"C12H20O3","-10","0.4"
"C12H20O3","-10","0.2"
"C12H20O3","-10","2"
"C12H20O3","-6","0"
"C12H20O3","-6","0.4"
"C12H20O3","-6","0.2"
"C12H20O3","-6","2"
"C12H20O3","-2","0"
"C8H7O6N1","-2","0.4"
"C8H7O6N1","-2","0.2"
"C8H7O6N1","-2","2"
"C8H7O6N1","-10","0"
"C8H7O6N1","-10","0.4"
"C8H7O6N1","-10","0.2"
"C8H7O6N1","-10","2"
"C8H7O6N1","-6","0"
"C8H7O6N1","-6","0.4"
"C8H7O6N1","-6","0.2"
"C8H7O6N1","-6","2"
"C8H7O6N1","-2","0"
"C7H6O6N2","-2","0.4"
"C7H6O6N2","-2","0.2"
"C7H6O6N2","-2","2"
"C7H6O6N2","Pre","Pre"
"C7H6O6N2","2","0"
"C7H6O6N2","2","0.4"
"C7H6O6N2","2","0.2"
"C7H6O6N2","2","2"
"C7H6O6N2","6","0"
"C7H6O6N2","6","0.4"
"C7H6O6N2","6","0.2"
"C7H6O6N2","6","2"
"C7H6O6N2","-10","0"
"C7H6O6N2","-10","0.4"
"C7H6O6N2","-10","0.2"
"C7H6O6N2","-10","2"
"C7H6O6N2","-6","0"
"C7H6O6N2","-6","0.4"
"C7H6O6N2","-6","0.2"
"C7H6O6N2","-6","2"
"C7H6O6N2","-2","0"
"C10H10O3","2","0"
"C13H10O3","-2","2"
"C13H10O3","2","0"
"C13H10O3","2","0.4"
"C13H10O3","2","0.2"
"C13H10O3","6","0.4"
"C13H10O3","-10","0"
"C13H10O3","-10","0.2"
"C13H10O3","-6","0.4"
"C13H10O3","-6","2"
"C10H14O3S1","-10","0"
"C10H14O3S1","-10","0.4"
"C10H14O3S1","-6","0"
"C10H14O3S1","-6","0.2"
"C10H14O5","-2","0.4"
"C10H14O5","-2","0.2"
"C10H14O5","-2","2"
"C10H14O5","Pre","Pre"
"C10H14O5","2","0"
"C10H14O5","2","0.4"
"C10H14O5","2","0.2"
"C10H14O5","2","2"
"C10H14O5","6","0"
"C10H14O5","6","0.4"
"C10H14O5","6","0.2"
"C10H14O5","6","2"
"C10H14O5","-10","0"
"C10H14O5","-10","0.4"
"C10H14O5","-10","0.2"
"C10H14O5","-10","2"
"C10H14O5","-6","0"
"C10H14O5","-6","0.4"
"C10H14O5","-6","0.2"
"C10H14O5","-6","2"
"C10H14O5","-2","0"
"C11H18O4","-2","0.4"
"C11H18O4","-2","0.2"
"C11H18O4","-2","2"
"C11H18O4","Pre","Pre"
"C11H18O4","2","0"
"C11H18O4","2","0.4"
"C11H18O4","2","0.2"
"C11H18O4","2","2"
"C11H18O4","6","0"
"C11H18O4","6","0.4"
"C11H18O4","6","0.2"
"C11H18O4","6","2"
"C11H18O4","-10","0"
"C11H18O4","-10","0.4"
"C11H18O4","-10","0.2"
"C11H18O4","-10","2"
"C11H18O4","-6","0"
"C11H18O4","-6","0.4"
"C11H18O4","-6","0.2"
"C11H18O4","-6","2"
"C11H18O4","-2","0"
"C12H22O3","-2","0.4"
"C12H22O3","-2","0.2"
"C12H22O3","-2","2"
"C12H22O3","Pre","Pre"
"C12H22O3","2","0"
"C12H22O3","2","0.4"
"C12H22O3","2","0.2"
"C12H22O3","2","2"
"C12H22O3","6","0"
"C12H22O3","6","0.4"
"C12H22O3","6","0.2"
"C12H22O3","6","2"
"C12H22O3","-10","0"
"C12H22O3","-10","0.4"
"C12H22O3","-10","0.2"
"C12H22O3","-10","2"
"C12H22O3","-6","0"
"C12H22O3","-6","0.4"
"C12H22O3","-6","0.2"
"C12H22O3","-6","2"
"C12H22O3","-2","0"
"C10H17O4N1","-2","0.4"
"C10H17O4N1","2","0"
"C10H17O4N1","-10","0"
"C10H17O4N1","-10","0.4"
"C10H17O4N1","-6","0.4"
"C10H17O4N1","-6","2"
"C11H21O3N1","-2","0.4"
"C11H21O3N1","-2","0.2"
"C11H21O3N1","-2","2"
"C11H21O3N1","2","0"
"C11H21O3N1","2","0.4"
"C11H21O3N1","2","0.2"
"C11H21O3N1","2","2"
"C11H21O3N1","6","0"
"C11H21O3N1","6","0.4"
"C11H21O3N1","6","0.2"
"C11H21O3N1","6","2"
"C11H21O3N1","-10","0"
"C11H21O3N1","-10","0.4"
"C11H21O3N1","-10","0.2"
"C11H21O3N1","-10","2"
"C11H21O3N1","-6","0"
"C11H21O3N1","-6","0.4"
"C11H21O3N1","-6","0.2"
"C11H21O3N1","-6","2"
"C11H21O3N1","-2","0"
"C9H8O4","2","0.2"
"C6H12O6","-2","0.2"
"C6H12O6","Pre","Pre"
"C6H12O6","2","0"
"C6H12O6","2","0.4"
"C6H12O6","2","0.2"
"C6H12O6","6","0"
"C6H12O6","-10","0.2"
"C6H12O6","-10","2"
"C6H12O6","-6","0"
"C6H12O6","-6","0.4"
"C6H12O6","-6","0.2"
"C12H8O4","-2","0.4"
"C12H8O4","-2","0.2"
"C12H8O4","-2","2"
"C12H8O4","2","0"
"C12H8O4","2","0.4"
"C12H8O4","2","0.2"
"C12H8O4","2","2"
"C12H8O4","6","0"
"C12H8O4","6","0.4"
"C12H8O4","6","0.2"
"C12H8O4","6","2"
"C12H8O4","-10","0"
"C12H8O4","-10","0.4"
"C12H8O4","-10","0.2"
"C12H8O4","-10","2"
"C12H8O4","-6","0"
"C12H8O4","-6","0.4"
"C12H8O4","-6","0.2"
"C12H8O4","-6","2"
"C12H8O4","-2","0"
"C9H12O6","Pre","Pre"
"C9H12O6","2","0"
"C9H12O6","2","0.2"
"C9H12O6","2","2"
"C9H12O6","6","0"
"C9H12O6","-10","0"
"C9H12O6","-10","2"
"C9H12O6","-6","0"
"C9H12O6","-6","0.4"
