"formula","Temp","Treatment"
"C12H19O8N1","-2","0.4"
"C12H19O8N1","-2","0.2"
"C12H19O8N1","-2","2"
"C12H19O8N1","Pre","Pre"
"C12H19O8N1","2","0"
"C12H19O8N1","2","0.4"
"C12H19O8N1","2","0.2"
"C12H19O8N1","2","2"
"C12H19O8N1","6","0"
"C12H19O8N1","6","0.4"
"C12H19O8N1","6","0.2"
"C12H19O8N1","6","2"
"C12H19O8N1","-10","0"
"C12H19O8N1","-10","0.4"
"C12H19O8N1","-10","0.2"
"C12H19O8N1","-10","2"
"C12H19O8N1","-6","0"
"C12H19O8N1","-6","0.4"
"C12H19O8N1","-6","0.2"
"C12H19O8N1","-6","2"
"C12H19O8N1","-2","0"
"C13H23O7N1","-2","0.4"
"C13H23O7N1","-2","0.2"
"C13H23O7N1","-2","2"
"C13H23O7N1","Pre","Pre"
"C13H23O7N1","2","0"
"C13H23O7N1","2","0.4"
"C13H23O7N1","2","0.2"
"C13H23O7N1","2","2"
"C13H23O7N1","6","0"
"C13H23O7N1","6","0.4"
"C13H23O7N1","6","0.2"
"C13H23O7N1","6","2"
"C13H23O7N1","-10","0"
"C13H23O7N1","-10","0.4"
"C13H23O7N1","-10","0.2"
"C13H23O7N1","-10","2"
"C13H23O7N1","-6","0"
"C13H23O7N1","-6","0.4"
"C13H23O7N1","-6","0.2"
"C13H23O7N1","-6","2"
"C13H23O7N1","-2","0"
"C14H27O6N1","-10","0.4"
"C14H27O6N1","-6","2"
"C14H27O6N1","-2","0"
"C18H31O5N1","-2","0.4"
"C18H31O5N1","2","0"
"C18H31O5N1","2","0.4"
"C18H31O5N1","2","0.2"
"C18H31O5N1","6","0.4"
"C18H31O5N1","-10","0.4"
"C18H31O5N1","-6","0.2"
"C18H31O5N1","-6","2"
"C18H31O5N1","-2","0"
"C17H10O8","-2","0.4"
"C17H10O8","-2","2"
"C17H10O8","2","0.4"
"C17H10O8","-10","2"
"C17H10O8","-6","0"
"C17H10O8","-6","0.2"
"C17H10O8","-6","2"
"C17H10O8","-2","0"
"C18H14O7","-2","0.4"
"C18H14O7","-2","0.2"
"C18H14O7","-2","2"
"C18H14O7","2","0"
"C18H14O7","2","0.4"
"C18H14O7","2","0.2"
"C18H14O7","6","0"
"C18H14O7","6","0.4"
"C18H14O7","6","0.2"
"C18H14O7","6","2"
"C18H14O7","-10","0"
"C18H14O7","-10","0.4"
"C18H14O7","-10","0.2"
"C18H14O7","-10","2"
"C18H14O7","-6","0"
"C18H14O7","-6","0.4"
"C18H14O7","-6","0.2"
"C18H14O7","-6","2"
"C18H14O7","-2","0"
"C20H18O1S1","-2","0.4"
"C20H18O1S1","-2","0.2"
"C20H18O1S1","-2","2"
"C20H18O1S1","Pre","Pre"
"C20H18O1S1","2","0"
"C20H18O1S1","2","0.4"
"C20H18O1S1","2","0.2"
"C20H18O1S1","2","2"
"C20H18O1S1","6","0"
"C20H18O1S1","6","0.4"
"C20H18O1S1","6","0.2"
"C20H18O1S1","6","2"
"C20H18O1S1","-10","0"
"C20H18O1S1","-10","0.4"
"C20H18O1S1","-10","0.2"
"C20H18O1S1","-10","2"
"C20H18O1S1","-6","0"
"C20H18O1S1","-6","0.4"
"C20H18O1S1","-6","0.2"
"C20H18O1S1","-6","2"
"C20H18O1S1","-2","0"
"C15H18O9","-2","0.4"
"C15H18O9","-2","0.2"
"C15H18O9","-2","2"
"C15H18O9","Pre","Pre"
"C15H18O9","2","0"
"C15H18O9","2","0.4"
"C15H18O9","2","0.2"
"C15H18O9","2","2"
"C15H18O9","6","0"
"C15H18O9","6","0.4"
"C15H18O9","6","0.2"
"C15H18O9","6","2"
"C15H18O9","-10","0"
"C15H18O9","-10","0.4"
"C15H18O9","-10","0.2"
"C15H18O9","-10","2"
"C15H18O9","-6","0"
"C15H18O9","-6","0.4"
"C15H18O9","-6","0.2"
"C15H18O9","-6","2"
"C15H18O9","-2","0"
"C13H22O8","6","2"
"C13H22O8","-10","0"
"C13H22O8","-6","0.4"
"C13H22O8","-6","2"
"C19H18O6","-2","0.4"
"C19H18O6","-2","0.2"
"C19H18O6","-2","2"
"C19H18O6","Pre","Pre"
"C19H18O6","2","0"
"C19H18O6","2","0.4"
"C19H18O6","2","0.2"
"C19H18O6","2","2"
"C19H18O6","6","0"
"C19H18O6","6","0.4"
"C19H18O6","6","0.2"
"C19H18O6","6","2"
"C19H18O6","-10","0"
"C19H18O6","-10","0.4"
"C19H18O6","-10","0.2"
"C19H18O6","-10","2"
"C19H18O6","-6","0"
"C19H18O6","-6","0.4"
"C19H18O6","-6","0.2"
"C19H18O6","-6","2"
"C19H18O6","-2","0"
"C16H22O8","-2","0.4"
"C16H22O8","-2","0.2"
"C16H22O8","-2","2"
"C16H22O8","Pre","Pre"
"C16H22O8","2","0"
"C16H22O8","2","0.4"
"C16H22O8","2","0.2"
"C16H22O8","2","2"
"C16H22O8","6","0"
"C16H22O8","6","0.4"
"C16H22O8","6","0.2"
"C16H22O8","6","2"
"C16H22O8","-10","0"
"C16H22O8","-10","0.4"
"C16H22O8","-10","0.2"
"C16H22O8","-10","2"
"C16H22O8","-6","0"
"C16H22O8","-6","0.4"
"C16H22O8","-6","0.2"
"C16H22O8","-6","2"
"C16H22O8","-2","0"
"C14H26O7","-10","0.4"
"C20H22O5","-2","0.4"
"C20H22O5","-2","0.2"
"C20H22O5","-2","2"
"C20H22O5","2","0"
"C20H22O5","2","0.4"
"C20H22O5","2","0.2"
"C20H22O5","-10","0"
"C20H22O5","-10","2"
"C17H26O5S1","-2","0.4"
"C17H26O5S1","-2","0.2"
"C17H26O5S1","-2","2"
"C17H26O5S1","-10","0.4"
"C17H26O5S1","-10","0.2"
"C17H26O5S1","-10","2"
"C17H26O5S1","-6","0"
"C17H26O5S1","-6","0.4"
"C17H26O5S1","-6","0.2"
"C17H26O5S1","-6","2"
"C17H26O5S1","-2","0"
"C17H26O7","-2","0.4"
"C17H26O7","-2","0.2"
"C17H26O7","-2","2"
"C17H26O7","Pre","Pre"
"C17H26O7","2","0"
"C17H26O7","2","0.4"
"C17H26O7","2","0.2"
"C17H26O7","2","2"
"C17H26O7","6","0"
"C17H26O7","6","0.4"
"C17H26O7","6","0.2"
"C17H26O7","6","2"
"C17H26O7","-10","0"
"C17H26O7","-10","0.4"
"C17H26O7","-10","0.2"
"C17H26O7","-10","2"
"C17H26O7","-6","0"
"C17H26O7","-6","0.4"
"C17H26O7","-6","0.2"
"C17H26O7","-6","2"
"C17H26O7","-2","0"
"C15H30O6","Pre","Pre"
"C18H30O4S1","-2","0.4"
"C18H30O4S1","-2","0.2"
"C18H30O4S1","-2","2"
"C18H30O4S1","Pre","Pre"
"C18H30O4S1","2","0"
"C18H30O4S1","2","0.4"
"C18H30O4S1","2","0.2"
"C18H30O4S1","2","2"
"C18H30O4S1","6","0"
"C18H30O4S1","6","0.4"
"C18H30O4S1","6","0.2"
"C18H30O4S1","6","2"
"C18H30O4S1","-10","0"
"C18H30O4S1","-10","0.4"
"C18H30O4S1","-10","0.2"
"C18H30O4S1","-10","2"
"C18H30O4S1","-6","0"
"C18H30O4S1","-6","0.4"
"C18H30O4S1","-6","0.2"
"C18H30O4S1","-6","2"
"C18H30O4S1","-2","0"
"C18H30O6","-2","0.4"
"C18H30O6","-2","0.2"
"C18H30O6","-2","2"
"C18H30O6","Pre","Pre"
"C18H30O6","2","0"
"C18H30O6","2","0.4"
"C18H30O6","2","0.2"
"C18H30O6","2","2"
"C18H30O6","6","0"
"C18H30O6","6","0.4"
"C18H30O6","6","0.2"
"C18H30O6","6","2"
"C18H30O6","-10","0"
"C18H30O6","-10","0.4"
"C18H30O6","-10","0.2"
"C18H30O6","-10","2"
"C18H30O6","-6","0"
"C18H30O6","-6","0.4"
"C18H30O6","-6","0.2"
"C18H30O6","-6","2"
"C18H30O6","-2","0"
"C16H34O5","-2","0.4"
"C16H34O5","-2","0.2"
"C16H34O5","-2","2"
"C16H34O5","2","0"
"C16H34O5","2","0.4"
"C16H34O5","2","0.2"
"C16H34O5","2","2"
"C16H34O5","6","0"
"C16H34O5","6","0.4"
"C16H34O5","6","0.2"
"C16H34O5","6","2"
"C16H34O5","-10","0"
"C16H34O5","-10","0.4"
"C16H34O5","-10","0.2"
"C16H34O5","-10","2"
"C16H34O5","-6","0"
"C16H34O5","-6","0.4"
"C16H34O5","-6","0.2"
"C16H34O5","-6","2"
"C16H34O5","-2","0"
"C19H34O5","-2","0.4"
"C19H34O5","-2","0.2"
"C19H34O5","-2","2"
"C19H34O5","Pre","Pre"
"C19H34O5","2","0"
"C19H34O5","2","0.4"
"C19H34O5","2","0.2"
"C19H34O5","2","2"
"C19H34O5","6","0"
"C19H34O5","6","0.4"
"C19H34O5","6","0.2"
"C19H34O5","6","2"
"C19H34O5","-10","0"
"C19H34O5","-10","0.4"
"C19H34O5","-10","0.2"
"C19H34O5","-10","2"
"C19H34O5","-6","0"
"C19H34O5","-6","0.4"
"C19H34O5","-6","0.2"
"C19H34O5","-6","2"
"C19H34O5","-2","0"
"C20H38O4","-2","0.4"
"C20H38O4","-2","0.2"
"C20H38O4","-2","2"
"C20H38O4","Pre","Pre"
"C20H38O4","2","0"
"C20H38O4","2","0.4"
"C20H38O4","2","0.2"
"C20H38O4","2","2"
"C20H38O4","6","0"
"C20H38O4","6","0.4"
"C20H38O4","6","0.2"
"C20H38O4","6","2"
"C20H38O4","-10","0"
"C20H38O4","-10","0.4"
"C20H38O4","-10","0.2"
"C20H38O4","-10","2"
"C20H38O4","-6","0"
"C20H38O4","-6","0.4"
"C20H38O4","-6","0.2"
"C20H38O4","-6","2"
"C20H38O4","-2","0"
"C12H21O8N1","-2","0.4"
"C12H21O8N1","-2","0.2"
"C12H21O8N1","-2","2"
"C12H21O8N1","Pre","Pre"
"C12H21O8N1","2","0"
"C12H21O8N1","2","0.4"
"C12H21O8N1","2","0.2"
"C12H21O8N1","2","2"
"C12H21O8N1","6","0"
"C12H21O8N1","6","0.4"
"C12H21O8N1","6","0.2"
"C12H21O8N1","6","2"
"C12H21O8N1","-10","0"
"C12H21O8N1","-10","0.4"
"C12H21O8N1","-10","0.2"
"C12H21O8N1","-10","2"
"C12H21O8N1","-6","0"
"C12H21O8N1","-6","0.4"
"C12H21O8N1","-6","0.2"
"C12H21O8N1","-6","2"
"C12H21O8N1","-2","0"
"C13H25O7N1","-2","0.4"
"C13H25O7N1","6","0.4"
"C13H25O7N1","6","0.2"
"C13H25O7N1","6","2"
"C13H25O7N1","-10","0"
"C13H25O7N1","-10","0.4"
"C13H25O7N1","-10","2"
"C13H25O7N1","-6","0"
"C13H25O7N1","-6","0.4"
"C13H25O7N1","-6","0.2"
"C13H25O7N1","-6","2"
"C17H29O6N1","-2","2"
"C17H29O6N1","2","0"
"C17H29O6N1","2","0.2"
"C17H29O6N1","6","2"
"C17H29O6N1","-10","0"
"C17H29O6N1","-10","2"
"C17H29O6N1","-6","0.4"
"C17H29O6N1","-6","2"
"C18H33O5N1","-2","0.4"
"C18H33O5N1","-2","0.2"
"C18H33O5N1","-2","2"
"C18H33O5N1","2","0"
"C18H33O5N1","2","0.4"
"C18H33O5N1","2","0.2"
"C18H33O5N1","2","2"
"C18H33O5N1","6","0"
"C18H33O5N1","6","0.4"
"C18H33O5N1","6","0.2"
"C18H33O5N1","6","2"
"C18H33O5N1","-10","0"
"C18H33O5N1","-10","0.4"
"C18H33O5N1","-10","0.2"
"C18H33O5N1","-10","2"
"C18H33O5N1","-6","0"
"C18H33O5N1","-6","0.4"
"C18H33O5N1","-6","0.2"
"C18H33O5N1","-6","2"
"C18H33O5N1","-2","0"
"C19H37O4N1","-10","2"
"C19H37O4N1","-6","0"
"C18H12O3S1","Pre","Pre"
"C17H12O8","-2","0.4"
"C17H12O8","-2","2"
"C17H12O8","2","0"
"C17H12O8","2","0.4"
"C17H12O8","2","0.2"
"C17H12O8","2","2"
"C17H12O8","6","0"
"C17H12O8","6","0.2"
"C17H12O8","6","2"
"C17H12O8","-10","0.2"
"C17H12O8","-6","0.4"
"C17H12O8","-6","0.2"
"C17H12O8","-6","2"
"C19H16O2S1","-2","0.4"
"C19H16O2S1","2","0"
"C19H16O4","Pre","Pre"
"C18H16O7","-2","0.4"
"C18H16O7","-2","0.2"
"C18H16O7","-2","2"
"C18H16O7","2","0"
"C18H16O7","2","0.4"
"C18H16O7","2","0.2"
"C18H16O7","2","2"
"C18H16O7","6","0"
"C18H16O7","6","0.4"
"C18H16O7","6","0.2"
"C18H16O7","6","2"
"C18H16O7","-10","0"
"C18H16O7","-10","0.4"
"C18H16O7","-10","0.2"
"C18H16O7","-10","2"
"C18H16O7","-6","0"
"C18H16O7","-6","0.4"
"C18H16O7","-6","0.2"
"C18H16O7","-6","2"
"C18H16O7","-2","0"
"C20H20O1S1","-2","0.4"
"C20H20O1S1","Pre","Pre"
"C20H20O1S1","2","0"
"C20H20O1S1","2","0.4"
"C20H20O1S1","2","0.2"
"C20H20O1S1","6","0"
"C20H20O1S1","6","0.4"
"C20H20O1S1","6","0.2"
"C20H20O1S1","6","2"
"C20H20O1S1","-10","0"
"C20H20O1S1","-10","0.4"
"C20H20O1S1","-10","0.2"
"C20H20O1S1","-10","2"
"C20H20O1S1","-6","0"
"C20H20O1S1","-6","0.4"
"C20H20O1S1","-6","0.2"
"C20H20O1S1","-6","2"
"C20H20O1S1","-2","0"
"C15H20O9","-2","0.4"
"C15H20O9","-2","0.2"
"C15H20O9","-2","2"
"C15H20O9","Pre","Pre"
"C15H20O9","2","0"
"C15H20O9","2","0.4"
"C15H20O9","2","0.2"
"C15H20O9","2","2"
"C15H20O9","6","0"
"C15H20O9","6","0.4"
"C15H20O9","6","0.2"
"C15H20O9","6","2"
"C15H20O9","-10","0"
"C15H20O9","-10","0.4"
"C15H20O9","-10","0.2"
"C15H20O9","-10","2"
"C15H20O9","-6","0"
"C15H20O9","-6","0.4"
"C15H20O9","-6","0.2"
"C15H20O9","-6","2"
"C15H20O9","-2","0"
"C19H20O6","-2","0.4"
"C19H20O6","-2","0.2"
"C19H20O6","-2","2"
"C19H20O6","Pre","Pre"
"C19H20O6","2","0"
"C19H20O6","2","0.4"
"C19H20O6","2","0.2"
"C19H20O6","2","2"
"C19H20O6","6","0"
"C19H20O6","6","0.4"
"C19H20O6","6","0.2"
"C19H20O6","6","2"
"C19H20O6","-10","0"
"C19H20O6","-10","0.4"
"C19H20O6","-10","0.2"
"C19H20O6","-10","2"
"C19H20O6","-6","0"
"C19H20O6","-6","0.4"
"C19H20O6","-6","0.2"
"C19H20O6","-6","2"
"C19H20O6","-2","0"
"C16H24O8","-2","0.4"
"C16H24O8","-2","0.2"
"C16H24O8","-2","2"
"C16H24O8","Pre","Pre"
"C16H24O8","2","0"
"C16H24O8","2","0.4"
"C16H24O8","2","0.2"
"C16H24O8","2","2"
"C16H24O8","6","0"
"C16H24O8","6","0.4"
"C16H24O8","6","0.2"
"C16H24O8","6","2"
"C16H24O8","-10","0"
"C16H24O8","-10","0.4"
"C16H24O8","-10","0.2"
"C16H24O8","-10","2"
"C16H24O8","-6","0"
"C16H24O8","-6","0.4"
"C16H24O8","-6","0.2"
"C16H24O8","-6","2"
"C16H24O8","-2","0"
"C14H28O7","-2","0.4"
"C14H28O7","-2","0.2"
"C14H28O7","-2","2"
"C14H28O7","Pre","Pre"
"C14H28O7","2","0"
"C14H28O7","2","0.4"
"C14H28O7","2","0.2"
"C14H28O7","2","2"
"C14H28O7","6","0"
"C14H28O7","6","0.4"
"C14H28O7","6","0.2"
"C14H28O7","6","2"
"C14H28O7","-10","0"
"C14H28O7","-10","0.4"
"C14H28O7","-10","0.2"
"C14H28O7","-10","2"
"C14H28O7","-6","0"
"C14H28O7","-6","0.4"
"C14H28O7","-6","0.2"
"C14H28O7","-6","2"
"C14H28O7","-2","0"
"C20H24O5","-2","0.4"
"C20H24O5","-2","0.2"
"C20H24O5","-2","2"
"C20H24O5","2","0"
"C20H24O5","2","0.4"
"C20H24O5","2","0.2"
"C20H24O5","2","2"
"C20H24O5","6","0"
"C20H24O5","6","0.4"
"C20H24O5","6","0.2"
"C20H24O5","6","2"
"C20H24O5","-10","0"
"C20H24O5","-10","0.4"
"C20H24O5","-10","0.2"
"C20H24O5","-10","2"
"C20H24O5","-6","0"
"C20H24O5","-6","0.4"
"C20H24O5","-6","0.2"
"C20H24O5","-6","2"
"C20H24O5","-2","0"
"C17H28O5S1","-2","0.4"
"C17H28O5S1","-6","2"
"C17H28O7","-2","0.4"
"C17H28O7","-2","0.2"
"C17H28O7","-2","2"
"C17H28O7","Pre","Pre"
"C17H28O7","2","0"
"C17H28O7","2","0.4"
"C17H28O7","2","0.2"
"C17H28O7","2","2"
"C17H28O7","6","0"
"C17H28O7","6","0.4"
"C17H28O7","6","0.2"
"C17H28O7","6","2"
"C17H28O7","-10","0"
"C17H28O7","-10","0.4"
"C17H28O7","-10","0.2"
"C17H28O7","-10","2"
"C17H28O7","-6","0"
"C17H28O7","-6","0.4"
"C17H28O7","-6","0.2"
"C17H28O7","-6","2"
"C17H28O7","-2","0"
"C15H32O6","-2","0.4"
"C15H32O6","-2","0.2"
"C15H32O6","-2","2"
"C15H32O6","Pre","Pre"
"C15H32O6","2","0"
"C15H32O6","2","0.4"
"C15H32O6","2","0.2"
"C15H32O6","2","2"
"C15H32O6","6","0"
"C15H32O6","6","0.4"
"C15H32O6","6","0.2"
"C15H32O6","6","2"
"C15H32O6","-10","0"
"C15H32O6","-10","0.4"
"C15H32O6","-10","0.2"
"C15H32O6","-10","2"
"C15H32O6","-6","0"
"C15H32O6","-6","0.4"
"C15H32O6","-6","0.2"
"C15H32O6","-6","2"
"C15H32O6","-2","0"
"C18H32O6","-2","0.4"
"C18H32O6","-2","0.2"
"C18H32O6","-2","2"
"C18H32O6","Pre","Pre"
"C18H32O6","2","0"
"C18H32O6","2","0.4"
"C18H32O6","2","0.2"
"C18H32O6","2","2"
"C18H32O6","6","0"
"C18H32O6","6","0.4"
"C18H32O6","6","0.2"
"C18H32O6","6","2"
"C18H32O6","-10","0"
"C18H32O6","-10","0.4"
"C18H32O6","-10","0.2"
"C18H32O6","-10","2"
"C18H32O6","-6","0"
"C18H32O6","-6","0.4"
"C18H32O6","-6","0.2"
"C18H32O6","-6","2"
"C18H32O6","-2","0"
"C19H36O5","-2","0.4"
"C19H36O5","-2","0.2"
"C19H36O5","-2","2"
"C19H36O5","Pre","Pre"
"C19H36O5","2","0"
"C19H36O5","2","0.4"
"C19H36O5","2","0.2"
"C19H36O5","2","2"
"C19H36O5","6","0"
"C19H36O5","6","0.4"
"C19H36O5","6","0.2"
"C19H36O5","6","2"
"C19H36O5","-10","0"
"C19H36O5","-10","0.4"
"C19H36O5","-10","0.2"
"C19H36O5","-10","2"
"C19H36O5","-6","0"
"C19H36O5","-6","0.4"
"C19H36O5","-6","0.2"
"C19H36O5","-6","2"
"C19H36O5","-2","0"
"C20H40O4","2","0.4"
"C20H40O4","2","0.2"
"C20H40O4","2","2"
"C20H40O4","6","0"
"C20H40O4","6","0.4"
"C20H40O4","6","2"
"C20H40O4","-10","0.2"
"C20H40O4","-6","2"
"C17H31O6N1","-2","0.4"
"C17H31O6N1","2","0"
"C17H31O6N1","2","0.2"
"C17H31O6N1","-6","2"
"C17H31O6N1","-2","0"
"C18H35O5N1","-2","0.4"
"C18H35O5N1","-2","0.2"
"C18H35O5N1","-2","2"
"C18H35O5N1","2","0.4"
"C18H35O5N1","2","0.2"
"C18H35O5N1","2","2"
"C18H35O5N1","6","0"
"C18H35O5N1","6","0.4"
"C18H35O5N1","6","0.2"
"C18H35O5N1","-10","0"
"C18H35O5N1","-10","0.4"
"C18H35O5N1","-10","0.2"
"C18H35O5N1","-10","2"
"C18H35O5N1","-6","0"
"C18H35O5N1","-6","0.4"
"C18H35O5N1","-6","0.2"
"C18H35O5N1","-6","2"
"C18H35O5N1","-2","0"
"C20H39O1N1","-2","0.4"
"C20H39O1N1","-2","0.2"
"C20H39O1N1","-2","2"
"C20H39O1N1","2","0.2"
"C20H39O1N1","-6","2"
"C17H10O6","Pre","Pre"
"C17H14O8","-2","0.4"
"C17H14O8","-2","0.2"
"C17H14O8","-2","2"
"C17H14O8","2","0"
"C17H14O8","2","0.4"
"C17H14O8","2","0.2"
"C17H14O8","2","2"
"C17H14O8","6","0"
"C17H14O8","6","0.4"
"C17H14O8","6","0.2"
"C17H14O8","6","2"
"C17H14O8","-10","0"
"C17H14O8","-10","0.4"
"C17H14O8","-10","0.2"
"C17H14O8","-10","2"
"C17H14O8","-6","0"
"C17H14O8","-6","0.4"
"C17H14O8","-6","0.2"
"C17H14O8","-6","2"
"C17H14O8","-2","0"
"C19H18O2S1","Pre","Pre"
"C21H14O5","-2","0.4"
"C21H14O5","-2","0.2"
"C21H14O5","-2","2"
"C21H14O5","2","0"
"C21H14O5","2","0.4"
"C21H14O5","2","0.2"
"C21H14O5","2","2"
"C21H14O5","6","0"
"C21H14O5","6","0.4"
"C21H14O5","6","0.2"
"C21H14O5","6","2"
"C21H14O5","-10","0"
"C21H14O5","-10","0.4"
"C21H14O5","-10","0.2"
"C21H14O5","-10","2"
"C21H14O5","-6","0"
"C21H14O5","-6","0.4"
"C21H14O5","-6","0.2"
"C21H14O5","-6","2"
"C21H14O5","-2","0"
"C19H18O4","Pre","Pre"
"C18H18O7","-2","0.4"
"C18H18O7","-2","0.2"
"C18H18O7","-2","2"
"C18H18O7","Pre","Pre"
"C18H18O7","2","0"
"C18H18O7","2","0.4"
"C18H18O7","2","0.2"
"C18H18O7","2","2"
"C18H18O7","6","0"
"C18H18O7","6","0.4"
"C18H18O7","6","0.2"
"C18H18O7","6","2"
"C18H18O7","-10","0"
"C18H18O7","-10","0.4"
"C18H18O7","-10","0.2"
"C18H18O7","-10","2"
"C18H18O7","-6","0"
"C18H18O7","-6","0.4"
"C18H18O7","-6","0.2"
"C18H18O7","-6","2"
"C18H18O7","-2","0"
"C15H22O9","-2","0.4"
"C15H22O9","-2","0.2"
"C15H22O9","-2","2"
"C15H22O9","Pre","Pre"
"C15H22O9","2","0"
"C15H22O9","2","0.4"
"C15H22O9","2","0.2"
"C15H22O9","2","2"
"C15H22O9","6","0"
"C15H22O9","6","0.4"
"C15H22O9","6","0.2"
"C15H22O9","6","2"
"C15H22O9","-10","0"
"C15H22O9","-10","0.4"
"C15H22O9","-10","0.2"
"C15H22O9","-10","2"
"C15H22O9","-6","0"
"C15H22O9","-6","0.4"
"C15H22O9","-6","0.2"
"C15H22O9","-6","2"
"C15H22O9","-2","0"
"C19H22O6","-2","0.4"
"C19H22O6","-2","0.2"
"C19H22O6","-2","2"
"C19H22O6","Pre","Pre"
"C19H22O6","2","0"
"C19H22O6","2","0.4"
"C19H22O6","2","0.2"
"C19H22O6","2","2"
"C19H22O6","6","0"
"C19H22O6","6","0.4"
"C19H22O6","6","0.2"
"C19H22O6","6","2"
"C19H22O6","-10","0"
"C19H22O6","-10","0.4"
"C19H22O6","-10","0.2"
"C19H22O6","-10","2"
"C19H22O6","-6","0"
"C19H22O6","-6","0.4"
"C19H22O6","-6","0.2"
"C19H22O6","-6","2"
"C19H22O6","-2","0"
"C16H26O8","-2","0.4"
"C16H26O8","-2","0.2"
"C16H26O8","-2","2"
"C16H26O8","Pre","Pre"
"C16H26O8","2","0"
"C16H26O8","2","0.4"
"C16H26O8","2","0.2"
"C16H26O8","2","2"
"C16H26O8","6","0"
"C16H26O8","6","0.4"
"C16H26O8","6","0.2"
"C16H26O8","6","2"
"C16H26O8","-10","0"
"C16H26O8","-10","0.4"
"C16H26O8","-10","0.2"
"C16H26O8","-10","2"
"C16H26O8","-6","0"
"C16H26O8","-6","0.4"
"C16H26O8","-6","0.2"
"C16H26O8","-6","2"
"C16H26O8","-2","0"
"C20H26O5","-2","0.4"
"C20H26O5","-2","0.2"
"C20H26O5","-2","2"
"C20H26O5","2","0"
"C20H26O5","2","0.4"
"C20H26O5","2","0.2"
"C20H26O5","2","2"
"C20H26O5","6","0"
"C20H26O5","6","0.4"
"C20H26O5","6","0.2"
"C20H26O5","6","2"
"C20H26O5","-10","0"
"C20H26O5","-10","0.4"
"C20H26O5","-10","0.2"
"C20H26O5","-10","2"
"C20H26O5","-6","0"
"C20H26O5","-6","0.4"
"C20H26O5","-6","0.2"
"C20H26O5","-6","2"
"C20H26O5","-2","0"
"C17H30O7","-2","0.4"
"C17H30O7","-2","0.2"
"C17H30O7","-2","2"
"C17H30O7","Pre","Pre"
"C17H30O7","2","0"
"C17H30O7","2","0.4"
"C17H30O7","2","0.2"
"C17H30O7","2","2"
"C17H30O7","6","0"
"C17H30O7","6","0.4"
"C17H30O7","6","0.2"
"C17H30O7","6","2"
"C17H30O7","-10","0"
"C17H30O7","-10","0.4"
"C17H30O7","-10","0.2"
"C17H30O7","-10","2"
"C17H30O7","-6","0"
"C17H30O7","-6","0.4"
"C17H30O7","-6","0.2"
"C17H30O7","-6","2"
"C17H30O7","-2","0"
"C18H34O6","-2","0.4"
"C18H34O6","-2","0.2"
"C18H34O6","-2","2"
"C18H34O6","Pre","Pre"
"C18H34O6","2","0"
"C18H34O6","2","0.4"
"C18H34O6","2","0.2"
"C18H34O6","2","2"
"C18H34O6","6","0"
"C18H34O6","6","0.4"
"C18H34O6","6","0.2"
"C18H34O6","6","2"
"C18H34O6","-10","0"
"C18H34O6","-10","0.4"
"C18H34O6","-10","0.2"
"C18H34O6","-10","2"
"C18H34O6","-6","0"
"C18H34O6","-6","0.4"
"C18H34O6","-6","0.2"
"C18H34O6","-6","2"
"C18H34O6","-2","0"
"C20H38O2","-2","2"
"C20H38O2","Pre","Pre"
"C20H38O2","2","0.2"
"C20H38O2","6","0"
"C20H38O2","6","0.4"
"C20H38O2","6","0.2"
"C19H38O5","-2","0.4"
"C19H38O5","-2","0.2"
"C19H38O5","-2","2"
"C19H38O5","2","0"
"C19H38O5","2","0.4"
"C19H38O5","2","0.2"
"C19H38O5","2","2"
"C19H38O5","6","0"
"C19H38O5","6","0.4"
"C19H38O5","6","0.2"
"C19H38O5","6","2"
"C19H38O5","-10","0"
"C19H38O5","-10","0.4"
"C19H38O5","-10","0.2"
"C19H38O5","-10","2"
"C19H38O5","-6","0"
"C19H38O5","-6","0.4"
"C19H38O5","-6","0.2"
"C19H38O5","-6","2"
"C19H38O5","-2","0"
"C18H33O3N1","-2","2"
"C16H12O9","-2","0.4"
"C16H12O9","-2","0.2"
"C16H12O9","-2","2"
"C16H12O9","2","0"
"C16H12O9","2","0.4"
"C16H12O9","2","0.2"
"C16H12O9","2","2"
"C16H12O9","6","0"
"C16H12O9","6","0.2"
"C16H12O9","6","2"
"C16H12O9","-10","0"
"C16H12O9","-10","0.4"
"C16H12O9","-10","0.2"
"C16H12O9","-10","2"
"C16H12O9","-6","0"
"C16H12O9","-6","0.4"
"C16H12O9","-6","0.2"
"C16H12O9","-6","2"
"C17H16O8","-2","0.4"
"C17H16O8","-2","0.2"
"C17H16O8","-2","2"
"C17H16O8","Pre","Pre"
"C17H16O8","2","0"
"C17H16O8","2","0.4"
"C17H16O8","2","0.2"
"C17H16O8","2","2"
"C17H16O8","6","0"
"C17H16O8","6","0.4"
"C17H16O8","6","0.2"
"C17H16O8","6","2"
"C17H16O8","-10","0"
"C17H16O8","-10","0.4"
"C17H16O8","-10","0.2"
"C17H16O8","-10","2"
"C17H16O8","-6","0"
"C17H16O8","-6","0.4"
"C17H16O8","-6","0.2"
"C17H16O8","-6","2"
"C17H16O8","-2","0"
"C18H20O7","-2","0.4"
"C18H20O7","-2","0.2"
"C18H20O7","-2","2"
"C18H20O7","Pre","Pre"
"C18H20O7","2","0"
"C18H20O7","2","0.4"
"C18H20O7","2","0.2"
"C18H20O7","2","2"
