Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates
469.0213423,16,18,12,0,0,1,0,0,CHOS,[M+Cl]-,434.051941,-0.101912882,6
469.0543257,20,18,11,0,0,0,0,0,CHO,[M+Cl]-,434.0849244,-0.02991264,5
469.0696372,24,18,8,0,0,0,0,0,CHO,[M+Cl]-,434.1002359,-0.157422261,3
469.0776537,23,18,11,0,0,0,0,0,CHO,[M-H]-,470.0849302,-0.039885243,5
469.0906907,21,22,10,0,0,0,0,0,CHO,[M+Cl]-,434.1212894,0.01723264,3
469.0987979,20,22,13,0,0,0,0,0,CHO,[M-H]-,470.1060743,-0.07135022,6
469.1140345,24,22,10,0,0,0,0,0,CHO,[M-H]-,470.1213109,-0.029757844,5
469.1270785,22,26,9,0,0,0,0,0,CHO,[M+Cl]-,434.1576772,0.012142562,2
469.1284175,20,26,9,2,0,1,0,0,CHONS,[M-H]-,470.135694,0.440609142,5
469.1351353,21,26,12,0,0,0,0,0,CHO,[M-H]-,470.1424118,0.030895093,4
469.1481095,19,30,11,0,0,0,0,0,CHO,[M+Cl]-,434.1787082,0.238692127,4
469.1504248,25,26,9,0,0,0,0,0,CHO,[M-H]-,470.1577013,-0.040117188,4
469.1617397,24,26,8,2,0,0,0,0,CHON,[M-H]-,470.1690161,-0.213371474,3
469.1634618,23,30,8,0,0,0,0,0,CHO,[M+Cl]-,434.1940605,0.017072762,2
469.1658909,29,26,6,0,0,0,0,0,CHO,[M-H]-,470.1731674,-0.486593599,4
469.1714217,22,30,11,0,0,0,0,0,CHO,[M-H]-,470.1786982,0.241643696,4
469.1845774,20,34,10,0,0,0,0,0,CHO,[M+Cl]-,434.2151761,0.048760352,2
469.1868491,26,30,8,0,0,0,0,0,CHO,[M-H]-,470.1941255,-0.122471159,3
469.199856,24,34,7,0,0,0,0,0,CHO,[M+Cl]-,434.2304547,-0.002867893,2
469.2079157,23,34,10,0,0,0,0,0,CHO,[M-H]-,470.2151921,0.011046648,3
469.2209697,21,38,9,0,0,0,0,0,CHO,[M+Cl]-,434.2515684,0.033099818,1
469.2222996,19,38,9,2,0,1,0,0,CHONS,[M-H]-,470.2295761,0.479393149,3
469.2233376,27,34,7,0,0,0,0,0,CHO,[M-H]-,470.2306141,-0.341553632,3
