Mass,Weint_070_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1987,Weint_071_met_SPE_23Dec20_Fir_Infuse_300SA_p1_013_01_2018,Weint_072_met_SPE_23Dec20_Fir_Infuse_300SA_p1_040_01_2045,Weint_073_met_SPE_23Dec20_Fir_Infuse_300SA_p1_038_01_1959,Weint_074_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1996,Weint_075_met_SPE_23Dec20_Fir_Infuse_300SA_p1_015_01_2020,Weint_076_met_SPE_23Dec20_Fir_Infuse_300SA_p1_022_01_2027,Weint_077_met_SPE_23Dec20_Fir_Infuse_300SA_p1_037_01_1958,Weint_078_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1988,Weint_079_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2005,Weint_080_met_SPE_23Dec20_Fir_Infuse_300SA_p1_030_01_2035,Weint_pre_r1_met_SPE_23Dec20_Fir_Infuse_300SA_p1_052_01_1973,Weint_pre_r2_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1992,Weint_pre_r3_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2003,Weint_pre_r4_met_SPE_23Dec20_Fir_Infuse_300SA_p1_039_01_2044,Weint_001_met_SPE_23Dec20_Fir_Infuse_300SA_p1_040_01_1961,Weint_002_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1989,Weint_003_met_SPE_23Dec20_Fir_Infuse_300SA_p1_016_01_2021,Weint_004_met_SPE_23Dec20_Fir_Infuse_300SA_p1_026_01_2031,Weint_005_met_SPE_23Dec20_Fir_Infuse_300SA_p1_032_01_1953,Weint_006_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1982,Weint_007_met_SPE_23Dec20_Fir_Infuse_300SA_p1_010_01_2015,Weint_008_met_SPE_23Dec20_Fir_Infuse_300SA_p1_029_01_2034,Weint_009_met_SPE_23Dec20_Fir_Infuse_300SA_p1_035_01_1956,Weint_010_met_SPE_23Dec20_Fir_Infuse_300SA_p1_005_01_1980,Weint_011_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2012,Weint_012_met_SPE_23Dec20_Fir_Infuse_300SA_p1_035_01_2040,Weint_013_met_SPE_23Dec20_Fir_Infuse_300SA_p1_042_01_1963,Weint_014_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1983,Weint_015_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2001,Weint_016_met_SPE_23Dec20_Fir_Infuse_300SA_p1_038_01_2043,Weint_017_met_SPE_23Dec20_Fir_Infuse_300SA_p1_039_01_1960,Weint_018_met_SPE_23Dec20_Fir_Infuse_300SA_p1_004_01_1979,Weint_019_met_SPE_23Dec20_Fir_Infuse_300SA_p1_009_01_2014,Weint_020_met_SPE_23Dec20_Fir_Infuse_300SA_p1_033_01_2038,Weint_021_met_SPE_23Dec20_Fir_Infuse_300SA_p1_047_01_1968,Weint_022_met_SPE_23Dec20_Fir_Infuse_300SA_p1_002_01_1977,Weint_023_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2006,Weint_024_met_SPE_23Dec20_Fir_Infuse_300SA_p1_027_01_2032,Weint_025_met_SPE_23Dec20_Fir_Infuse_300SA_p1_043_01_1964,Weint_026_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1995,Weint_027_met_SPE_23Dec20_Fir_Infuse_300SA_p1_014_01_2019,Weint_028_met_SPE_23Dec20_Fir_Infuse_300SA_p1_028_01_2033,Weint_029_met_SPE_23Dec20_Fir_Infuse_300SA_p1_041_01_1962,Weint_030_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1990,Weint_031_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2004,Weint_032_met_SPE_23Dec20_Fir_Infuse_300SA_p1_024_01_2029,Weint_033_met_SPE_23Dec20_Fir_Infuse_300SA_p1_051_01_1972,Weint_034_met_SPE_23Dec20_Fir_Infuse_300SA_p1_003_01_1978,Weint_035_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2011,Weint_036_met_SPE_23Dec20_Fir_Infuse_300SA_p1_031_01_2036,Weint_037_met_SPE_23Dec20_Fir_Infuse_300SA_p1_049_01_1970,Weint_038_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1993,Weint_039_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2010,Weint_040_met_SPE_23Dec20_Fir_Infuse_300SA_p1_020_01_2025,Weint_041_met_SPE_23Dec20_Fir_Infuse_300SA_p1_036_01_1957,Weint_042_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1986,Weint_043_met_SPE_23Dec20_Fir_Infuse_300SA_p1_011_01_2016,Weint_044_met_SPE_23Dec20_Fir_Infuse_300SA_p1_023_01_2028,Weint_045_met_SPE_23Dec20_Fir_Infuse_300SA_p1_044_01_1965,Weint_046_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1991,Weint_047_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2009,Weint_048_met_SPE_23Dec20_Fir_Infuse_300SA_p1_034_01_2039,Weint_049_met_SPE_23Dec20_Fir_Infuse_300SA_p1_045_01_1966,Weint_050_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1984,Weint_051_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2008,Weint_052_met_SPE_23Dec20_Fir_Infuse_300SA_p1_032_01_2037,Weint_053_met_SPE_23Dec20_Fir_Infuse_300SA_p1_033_01_1954,Weint_054_met_SPE_23Dec20_Fir_Infuse_300SA_p1_006_01_1981,Weint_055_met_SPE_23Dec20_Fir_Infuse_300SA_p1_008_01_2013,Weint_056_met_SPE_23Dec20_Fir_Infuse_300SA_p1_037_01_2042,Weint_057_met_SPE_23Dec20_Fir_Infuse_300SA_p1_050_01_1971,Weint_058_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1994,Weint_059_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2002,Weint_060_met_SPE_23Dec20_Fir_Infuse_300SA_p1_036_01_2041,Weint_061_met_SPE_23Dec20_Fir_Infuse_300SA_p1_034_01_1955,Weint_062_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1985,Weint_063_met_SPE_23Dec20_Fir_Infuse_300SA_p1_012_01_2017,Weint_064_met_SPE_23Dec20_Fir_Infuse_300SA_p1_025_01_2030,Weint_065_met_SPE_23Dec20_Fir_Infuse_300SA_p1_046_01_1967,Weint_066_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1997,Weint_067_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2007,Weint_068_met_SPE_23Dec20_Fir_Infuse_300SA_p1_021_01_2026,Weint_069_met_SPE_23Dec20_Fir_Infuse_300SA_p1_048_01_1969
155.0713681,6386024.5,5970610.5,6021101.5,2900393.5,4103206.3,3543546.5,5876846.5,5097936,5428035,4602586.5,6498046,8588865,8318457,5985115,7423428,9799388,8177416,6349194,7002703,7030930.5,8366374,7381758,7684007,7864370.5,5805027,6200945,6833861,10259861,6531908,4408188,7434702.5,7784509.5,8158617.5,9111969,7580216.5,6977928,6524270.5,8262227.5,8460873,10435471,6943954,7311521.5,7883495.5,8948654,8646265,8025888,7696708.5,8956238,7077201.5,8085300.5,7646559.5,7593241,9841036,6608786.5,0,6796232.5,7957679.5,5195050,6572456,8304261.5,7676675.5,8141457,5570376.5,7601769.5,6841123,7441374.5,7441377.5,6094667.5,7519212.5,7493910.5,8314527.5,6361471,8339134,7420060.5,9143222,8065210.5,7559948.5,7953150.5,7684059,7244895,8549360,6566078.5,0,6007177.5
155.107756,9742865,7698221.5,8663491,6199097,5032292,4694481,6385723,5089570.5,8169879.5,5596357.5,6504367.5,6178499.5,7267656,4743024.5,6324012.5,9537118,7260116.5,6153605,7883820,6229353.5,8053292.5,6522995.5,6644737.5,7669213,6723008.5,8601729,7960673.5,4970286,7743576,6028567.5,9874363,6382674,7044460,12290935,9392717,11891775,9738283,9074381,11559160,8795844,5910758.5,7106145,9500641,15457514,10769585,9272049,10839332,7257497.5,6228216.5,7612881,7383351.5,8357881,9635270,6322292,0,7966972,9214551,6100752.5,7807039.5,7805995.5,7735642.5,10969235,6137077,10034290,9022808,6665929.5,7920729.5,6130137.5,10832156,10816282,8090208,10281148,9496578,8492061,8031681.5,9144480,7183409.5,8099306,8343457.5,9365764,6794036.5,7502467.5,2721364,6213039.5
155.1441422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4820079.5,3218702.3,0,0,0,0,0,0,0,0,0,0,2863036.5,0,0,0,0,3705640,4523850,3584704.5,3311520,2933059.3,2959051.3,4115054,3241288,3027741,3263904,3403165.3,3480597.8,3609356.8,3527363.8,0,0,3050235.5,0,3317043.3,0,3343963,0,0,0,2856527.8,0,0,3609127.5,0,2833031.5,0,2970482,2763643.5,3011670.8,2799854.8,0,4498958,2904625.8,3641485.3,0,3678981.3,2915387.5,2820657,0,0,3194443.8,3003236,0,0,2807631,0,0
156.0666192,3633480.8,0,3081924.8,0,0,0,2748410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2751342,0,0,0,3669079,0,3263237.8,0,0,3622461.8,2772939,0,0,4524878,0,0,0,0,0,0,0,0,0,0,0,0,0,2701385.3,2944461.5,0,0,0,0,3182409.3,0,3582515.8,0,0,0,0,0
157.0506334,7957145.5,6644095,3950720.5,0,0,3223397.3,5906729.5,0,6954521,3043265.8,7629695.5,6491627.5,11497897,3173922.5,3449084.3,7821232.5,6382117.5,5370363.5,0,6221410.5,6566798,4436955,7080640.5,7488917,4707427.5,3010690.5,4513456,5076508,6524087.5,0,6189665,6061671.5,3719191.3,6873443.5,4613054,3694303.8,3573275.8,7352585.5,3094007,7756021,3066235.5,4392544.5,6272794,5506292.5,8433321,4965305.5,4877959,6380731.5,5680989,2932517.5,3933963.3,5491706.5,7952496,0,0,4196475,7256321,2712012.5,4678965,5882333.5,4450512.5,7955351.5,2689932.8,4659069,4509836,3128839.8,4707795,5707676.5,6027140,0,6517020.5,3151342.3,7664096.5,5302190,7692766,3567192.3,8003990.5,5474930,6430701.5,0,9407844,3450692,0,6101936.5
157.0658955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786465.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157.0870175,10913631,9318387,7349655,6172113.5,6343762,5418445,7484839,8016209,10310927,6512865.5,9271093,7088573,7239288.5,5304440,6596716,12538764,9508969,7803197,7962896.5,6956888,10025330,8480175,7878186,8719063,6964777,5550670,8115235.5,4494477.5,8263835,5127403,7758682.5,6433055,7406562,8753085,7387843.5,9826745,7078922.5,7942799,7243832.5,8122958.5,6498455,5155316,7052471.5,8629190,8889583,6436837,6406832.5,10990959,9998631,10837110,8748288,15087364,17237362,9114897,0,10883814,12366206,8916510,9702177,11118655,10490188,13157495,8653298,12619409,10510866,7384267,8892300,8991984,14954098,10763058,12522274,10220634,11894888,10334880,12300358,12077489,12498934,12195827,12451377,8479239,10057017,6975741.5,0,11770086
157.1234044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084603.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735332.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818416.3,0,2732083.5,0,0,2732010,0,0,0
159.0451522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742094.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159.0662847,18124564,12553825,8732309,4151271,4632730.5,6209865,11263335,5945129,14188992,6323843,15218289,23104120,30639356,12788854,16982884,16165321,14457739,10368125,6360008.5,13301008,15428670,10585440,14809846,15071948,10100570,5988959.5,11350778,9407525,12558301,4296475.5,12613781,12904880,9804525,16269123,9714091,9420656,9328943,15405314,7699330,15753614,7674102.5,8401142,10299882,13418890,17159030,11642347,9653611,14115214,13070553,8981376,7975172,14124950,17419710,7577926,0,9684478,12449238,6245734,10688875,13315337,9076860,16218904,6277707,13274317,11713864,8339486,11904889,11177633,14000003,8777415,17021424,7388440.5,14649941,11815696,17197616,8225873.5,18069086,14397741,13476559,8723041,17411530,8384079.5,4144317.5,12447864
159.1026669,31147488,23898638,23748730,16044360,21487756,18583590,22667236,20576734,33448468,22431884,28572470,0,12994632,0,0,30409206,30522928,21311626,21656494,19809132,22395194,24587732,28786970,26318776,23064398,21680032,28510286,9189850,21872786,15469396,19665106,22299364,21475178,23783152,21037144,21107022,20283972,22763750,24314566,20647098,19322942,16911122,16495462,21525222,25679282,17226280,14429695,24568858,20336334,24768644,23728016,29924458,33137658,19823082,5882499.5,19753002,24394306,19386758,23366200,27696726,30209624,29942628,22477704,28104954,23159404,21125554,22321790,18320310,26390264,26944268,26456094,23034196,27767322,22698868,29261276,29325198,30482234,31891562,28936780,29353838,32339382,24804804,7606346,25256796
160.0404062,2724589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161.0244176,6232652,5527263.5,0,3066495,0,0,4574301,5282089,9304322,0,6903028.5,10544549,13426160,10688913,14272840,6725173,5268388.5,3995012.8,4734678.5,0,4276646,5797269,9066447,8312680.5,6732011.5,5338456,7860365,0,0,0,7012257.5,0,0,4078975.8,0,4138548.3,3485325.8,5173408,4689392.5,0,0,0,0,0,0,0,0,5262572.5,0,0,0,0,4356932,0,0,0,0,0,0,0,0,3690860.8,0,0,0,0,0,0,3343515.3,4303611,3665979.8,0,0,0,4057278,5225696.5,0,3457072,5540076,9498211,5401454.5,5085462.5,0,5508543.5
161.045549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2861289.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331738.3,0,0,0,0,0,0,0,0,0,0,0,3411553.5,0,0,0,0,0,0,0,0,0,0,0
161.0608047,0,0,3226013,0,3028036.5,0,0,2986572.8,0,2722111.8,0,0,0,0,0,3736353,3826312,0,4183446.3,2693579.3,0,0,3109498.5,0,0,0,4031197,0,3056275.3,0,3442701.3,3377561.3,3196173.8,3157419.5,0,0,0,0,0,0,2780372.5,0,0,0,3734862.8,0,0,0,0,0,2845706.8,0,0,2968601.8,0,0,0,0,3371489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724023.5,0,3468304.3,2857045.8,3376963.8,0,0,0,0,0,0
161.0819334,0,0,0,0,0,0,0,0,0,0,0,0,3354813.5,0,0,0,0,0,0,0,2678487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161.0971956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686268.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162.0771737,0,0,0,2779634.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163.0400673,24098114,22607230,24096004,10813716,16975562,17446504,19558628,18942480,23120236,15982649,21313054,34900484,41322308,32697836,44306604,28991008,23735924,21330044,21547740,23910148,21033758,22386608,28752830,37702548,22369540,22108396,25274360,18357190,23886344,13379779,22734398,25585570,18836624,21372370,16236317,16955336,18215874,17785476,19694702,22025386,17299350,15715001,19928194,22238588,21518750,15329109,15621549,27404586,19648768,21433734,18205464,21519244,23529976,16817908,3948462.5,23017600,21078746,14254953,21968000,23609122,19790548,18628016,17666352,23386114,12718987,15247217,16083881,36568960,20151628,17505798,21259174,18541866,21795882,19515830,22100700,26322910,22276980,18348736,25022024,43732068,20389410,19220412,6526305,19580062
163.0611991,8813727,0,0,0,3251295.5,0,0,0,4854128.5,0,0,0,3503832.8,0,0,0,5080721,0,0,0,0,0,0,0,0,0,3345781.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4910291,0,0,0,0,0,0,0,0,2709751.5,0,0,5455389.5,0,0,0,11466359,0,0,0,6235729,0,0,0,0,0,0,0,0,0,0,0,3269462.8,0,0,0,0,0,0,0,0,0,0,0
163.076454,4003757.3,0,3291672.5,2925291.3,0,0,3593751.8,0,4517046.5,0,0,0,0,0,0,4770644,3609527.3,0,0,3251535.8,0,4179988.3,4425633,5602846.5,0,0,3994331.5,0,3007787.3,5129047,5148057,3880470,0,0,3599036.8,0,4150646.3,10695712,3094209,3860190,0,0,7521214,3100224,17882938,9476800,0,3804021.8,0,3369129.8,3180172.5,0,3599499.5,0,0,4034043.3,0,0,0,2988529,2677311.3,0,0,0,3246215,0,0,3688604.3,0,0,0,0,2997828.8,3111882.5,0,2815705,0,0,3479547.8,0,13202109,2792128,0,0
163.1128372,0,0,0,0,0,0,0,0,0,0,0,0,3171458.5,2718694.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749708.5,0,0,0,0,0,0,0,0
164.035317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137135,2765443,0,0,2770072.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165.0193302,18736906,17885262,16668308,10631019,12670011,9586225,11746846,12982617,20597248,14832337,25258476,17185756,19829586,19434818,22242940,27877870,26232446,20398852,23620204,21420488,20259600,29921984,38542792,38867800,28751832,31521786,34004048,4864980.5,18364812,13132061,18507916,19983538,14751692,19140882,17031994,14215136,16662603,17288652,17499226,14312060,13299329,13263302,12153234,13940224,20469220,10800228,10620316,15963643,7587176.5,11414753,13290246,15545140,14350527,12146114,3043137.3,12464363,15228486,9844859,12806485,11236337,33488378,12655967,11019870,15654094,9690556,11949104,9053623,10324879,11148736,11847636,21428126,15344852,14350322,12717897,15173867,19263462,12904730,14034532,15509144,16122417,16778864,10526345,3110563.3,16092775
165.0557166,8849254,9194794,6889855.5,4405415,5392438,5773052.5,6875674,8946388,14206331,11429997,14115111,9975033,11373997,8354365,12364247,9739882,9175898,7443520,5234791,6320243.5,6148988.5,6749099.5,8266466.5,6499124,4641140,6168389.5,7105194,8600336,6800182.5,4016312.5,5921144,6456366,7314232,7856974,6902485.5,7138347,7508758,7549383.5,7436261,10091639,7127901,6552161,5926925.5,7763195.5,6633791,7238303.5,6127272,9705943,8946020,8047452.5,8033393.5,10792752,12026235,6343502,0,8440551,8275201.5,5113751,7597105,11366892,8383317.5,9386139,8088506,9742410,9002039,7825419.5,8630578,8665803,11612444,8609328,9273145,8017135.5,10999629,8668837,10569639,11878017,13049013,12324063,12228691,9073389,8291691,7507477,2831455.3,8938562
165.0921044,4830961.5,3943093.3,3533755,2693059,0,0,3817349.8,3564408,4125319,2671760.3,5366499,2760404.5,3651673,0,3979746.5,5378581.5,5098869,3313731.5,4147050.5,3543887,3181968,3900159,4539142,3782807.5,3605535.8,3357329.3,3607805.5,3822396,4750322,0,3675611.8,4818570,4558659.5,4486345,3816793.5,4202503,3548417.5,4372650.5,3016120.5,4890515,0,3240924.8,4350713,4371559,3648682.3,3446619.3,2783571.5,5119922.5,4618303.5,4280872.5,4665757,3562867.3,4813574,5665305.5,0,3135738.3,4544429.5,3628674.8,4626844.5,4276840,3685232.8,5441590.5,3664229.3,3994965.3,3915683,4278407,4267646,3864950.3,4377351.5,3919083.3,4496996.5,4181675,4383592.5,4524880.5,4106018.5,4889900.5,4624785,4579578.5,3855679,3554224.3,4628454.5,3045816.3,0,4516509.5
165.1284879,0,0,0,0,0,0,0,0,0,0,0,4099072.3,3903276.8,2935012.3,4341966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742694.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166.0509653,0,0,0,0,0,0,0,0,3049159,0,0,0,0,0,0,0,0,0,0,3021575.3,0,0,2837505,4207032.5,0,0,0,0,2839977.5,0,3854273.3,4085735.8,0,0,0,0,0,4393932.5,0,3353921.5,0,0,0,0,0,0,0,0,2958658.3,0,0,0,3767200,0,0,0,0,0,0,3883573.3,0,4152659.8,0,0,0,0,0,2958203.5,0,0,0,0,2932290.8,0,0,0,3341257.8,0,0,0,3885219.5,0,0,0
167.0349815,28706456,33575524,26631334,14114375,25229488,15448031,24778108,24772838,38302872,20364108,150499968,19127866,21223972,15579419,22620302,36004096,48226444,30256338,29156800,19288976,30125800,36932692,22191062,37307364,28693872,29264268,28472424,9035528,36141140,17182298,52356192,41997192,35222508,41426840,47313884,22792250,15298711,19151064,27770922,25942866,15911313,23446326,24434950,25281544,38858604,19966392,20943280,28406032,24541174,49794592,28272792,37947424,27905930,16966228,5528304,20507098,42764984,19040722,21467950,19233348,19522628,47110932,21317200,44294112,20485008,23062356,22987528,19794210,30998040,24133510,28810680,21351810,28444030,22247008,35037376,30433842,26800388,30270860,28769260,26900994,26926594,18962970,7300857,40602036
167.0713697,6881811,6564062.5,6144738.5,4002099.3,4374907,4792123,4715736.5,4511762.5,6100612.5,5988233,0,6985654.5,8266496.5,5247655,6602698.5,10425693,6998568.5,6034894,4759147.5,6622028,7846851.5,5688302.5,6831409,6115838.5,5735084.5,6174440.5,6069284.5,7029283.5,7091854.5,3617366.3,6489500,7164515,4451993,6538227,5724311,5060743,5983666.5,7326483.5,6884613.5,7018061,5244941,4591954,6454369,7709539.5,7636873,5077779.5,3854572,7598188.5,6684274,7896251.5,6413907,6764701,7922950.5,6483472,0,6317750.5,6635090.5,4153214,6610635,7141792,6508512,7761870,4119499.8,7567547,7570444.5,6495759,5494149,6139805.5,7813908,6057346.5,7127091.5,6168063,7272346,6553180,8457244,7205037.5,6824927.5,6271559.5,6969959,6367997.5,8629469,6052854,0,6194704
167.1077458,5367695,4588874.5,3760526.5,3249071.5,3146247.3,0,4354884.5,3982846.3,4015840.3,2925661,0,0,3515980.3,0,3370502.3,5976568.5,5969316.5,4340905.5,0,3454312,4244447.5,4088970.5,3728268.8,0,4008600.5,0,0,2806199.8,3868266,0,4206439.5,4265407,0,4013247,3712179,3129570.8,3725998.3,5268271,4768785.5,4605081,3114937,0,3094172.8,4557583,5121349,3846767.3,2757527.8,5653896.5,4556173.5,5204839.5,6091055,4641513,5617954.5,3420283.8,0,4870690.5,4560734.5,2760842,4983719,4321580,3825435.8,4498538,3175415.5,4206039,4749736.5,4033066.8,3863920.8,3615401.5,5858032,3673038.3,5702799.5,4476426.5,4908117.5,4838808,4454295.5,5670473.5,4643531,5370787,4080451.3,5606745.5,3965001.3,4369922,0,4497915.5
167.1441392,5646459,3509446.8,3780058.5,0,4022643,4148450.5,5219505,4250122,4693916.5,4384865,5311152.5,0,2947064.3,0,0,8375284.5,8134592.5,7448293.5,7130259,6828067.5,6810811.5,5546502.5,7970440.5,8378710,6142180.5,5986496.5,8444700,21787484,5829701.5,5771054.5,7011283.5,7109211,7205665.5,7419050.5,6686991,8415439,7437674,6847243,8320093,9181509,7677989,7470761.5,7688505,8186362.5,6348416.5,6999051.5,6123396,6607172.5,5673113.5,7488852,7021994.5,6763477,8188958,6097911.5,0,6447566.5,4569210.5,5386550,5891043,10853976,7584695.5,7855974,3828723.5,5276914.5,6698948,7605670.5,6090460.5,6827605.5,8149228,7379002,7061899.5,6153078.5,5948369.5,6002164,5816915.5,6875077.5,6587127,7172447,5588015,5974805.5,5577701,5550542,0,5314327.5
168.0302327,6416808.5,7570391.5,4536794.5,3369439,0,0,0,6373784,8199630.5,7891429,7827792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302741,0,0,0,3677010.3,3603019,3394615.3,0,0,4261609,0,0,3931351.8,5390068,5237541.5,4213075,3261057.8,0,0,0,4994069,4366477.5,3952233.8,4674030.5,4005316.8,4406863,2951173,6079540,12094786,12031827,11853914,11083839,0,3255860.8,2756557,0,4018709.3
169.0506335,7068479.5,5363602,3944836.3,3371020.8,3732558.3,3031688,4637428,3428015.5,6704235,3258834.5,6529769,6568689,9786066,0,4428748,9594286,6662966.5,4125818.8,3900446,7016372.5,6795160.5,4107488.5,7621086,7276744,5830946.5,3649626.3,5230620,4699701.5,6450806,0,6773133.5,6524501.5,5806662.5,8268185,5285012.5,5166671.5,3384734,7944670.5,5140788.5,8292385,4543772,3989921,4106610.8,5519947,7279795,5146181.5,4283998,7516224,5504735,3566615.5,3487331,5567625.5,7274961.5,0,0,5343045.5,5113378,2738850.5,4162114.5,7587602,4855978,6913471.5,0,5116618.5,5140383.5,4563923,4488758,5125039,5788713.5,3493571.3,6407947.5,3710893,6699206,4776720.5,5969454.5,4124153.5,7591497,6323759.5,5336921.5,3680973,7657614.5,4536230,0,5600828.5
169.0636979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5545710.5,0,0,0,0,0,0,0,0,0,3176772.3,3281405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169.0870177,25705020,20881038,20382672,15474297,15106075,15202500,20809520,18881548,24569416,14599423,22804518,13698030,13251982,10045835,14973625,39506604,33636404,26071416,25729258,25775664,30479894,29318652,27389690,28212996,25139104,24800310,31412504,34747280,25801586,17555214,26268682,28451506,28260772,31549750,26618642,29870572,23515258,28609338,27920210,31926142,26877560,22201566,23778992,30093480,30255888,25863650,22360858,31469244,25417372,28914516,26476864,33710152,38755244,23077758,4487582,25938562,28323294,21750080,24287840,32425710,26256550,30258236,21361464,29465864,27919356,25212272,25799986,23328652,38112328,26466480,32151016,26609834,29718050,23764622,31324650,30438870,30412710,28348332,26955030,25871530,25817770,24826178,7486836.5,25544282
