Mass,Weint_070_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1987,Weint_071_met_SPE_23Dec20_Fir_Infuse_300SA_p1_013_01_2018,Weint_072_met_SPE_23Dec20_Fir_Infuse_300SA_p1_040_01_2045,Weint_073_met_SPE_23Dec20_Fir_Infuse_300SA_p1_038_01_1959,Weint_074_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1996,Weint_075_met_SPE_23Dec20_Fir_Infuse_300SA_p1_015_01_2020,Weint_076_met_SPE_23Dec20_Fir_Infuse_300SA_p1_022_01_2027,Weint_077_met_SPE_23Dec20_Fir_Infuse_300SA_p1_037_01_1958,Weint_078_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1988,Weint_079_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2005,Weint_080_met_SPE_23Dec20_Fir_Infuse_300SA_p1_030_01_2035,Weint_pre_r1_met_SPE_23Dec20_Fir_Infuse_300SA_p1_052_01_1973,Weint_pre_r2_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1992,Weint_pre_r3_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2003,Weint_pre_r4_met_SPE_23Dec20_Fir_Infuse_300SA_p1_039_01_2044,Weint_001_met_SPE_23Dec20_Fir_Infuse_300SA_p1_040_01_1961,Weint_002_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1989,Weint_003_met_SPE_23Dec20_Fir_Infuse_300SA_p1_016_01_2021,Weint_004_met_SPE_23Dec20_Fir_Infuse_300SA_p1_026_01_2031,Weint_005_met_SPE_23Dec20_Fir_Infuse_300SA_p1_032_01_1953,Weint_006_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1982,Weint_007_met_SPE_23Dec20_Fir_Infuse_300SA_p1_010_01_2015,Weint_008_met_SPE_23Dec20_Fir_Infuse_300SA_p1_029_01_2034,Weint_009_met_SPE_23Dec20_Fir_Infuse_300SA_p1_035_01_1956,Weint_010_met_SPE_23Dec20_Fir_Infuse_300SA_p1_005_01_1980,Weint_011_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2012,Weint_012_met_SPE_23Dec20_Fir_Infuse_300SA_p1_035_01_2040,Weint_013_met_SPE_23Dec20_Fir_Infuse_300SA_p1_042_01_1963,Weint_014_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1983,Weint_015_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2001,Weint_016_met_SPE_23Dec20_Fir_Infuse_300SA_p1_038_01_2043,Weint_017_met_SPE_23Dec20_Fir_Infuse_300SA_p1_039_01_1960,Weint_018_met_SPE_23Dec20_Fir_Infuse_300SA_p1_004_01_1979,Weint_019_met_SPE_23Dec20_Fir_Infuse_300SA_p1_009_01_2014,Weint_020_met_SPE_23Dec20_Fir_Infuse_300SA_p1_033_01_2038,Weint_021_met_SPE_23Dec20_Fir_Infuse_300SA_p1_047_01_1968,Weint_022_met_SPE_23Dec20_Fir_Infuse_300SA_p1_002_01_1977,Weint_023_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2006,Weint_024_met_SPE_23Dec20_Fir_Infuse_300SA_p1_027_01_2032,Weint_025_met_SPE_23Dec20_Fir_Infuse_300SA_p1_043_01_1964,Weint_026_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1995,Weint_027_met_SPE_23Dec20_Fir_Infuse_300SA_p1_014_01_2019,Weint_028_met_SPE_23Dec20_Fir_Infuse_300SA_p1_028_01_2033,Weint_029_met_SPE_23Dec20_Fir_Infuse_300SA_p1_041_01_1962,Weint_030_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1990,Weint_031_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2004,Weint_032_met_SPE_23Dec20_Fir_Infuse_300SA_p1_024_01_2029,Weint_033_met_SPE_23Dec20_Fir_Infuse_300SA_p1_051_01_1972,Weint_034_met_SPE_23Dec20_Fir_Infuse_300SA_p1_003_01_1978,Weint_035_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2011,Weint_036_met_SPE_23Dec20_Fir_Infuse_300SA_p1_031_01_2036,Weint_037_met_SPE_23Dec20_Fir_Infuse_300SA_p1_049_01_1970,Weint_038_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1993,Weint_039_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2010,Weint_040_met_SPE_23Dec20_Fir_Infuse_300SA_p1_020_01_2025,Weint_041_met_SPE_23Dec20_Fir_Infuse_300SA_p1_036_01_1957,Weint_042_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1986,Weint_043_met_SPE_23Dec20_Fir_Infuse_300SA_p1_011_01_2016,Weint_044_met_SPE_23Dec20_Fir_Infuse_300SA_p1_023_01_2028,Weint_045_met_SPE_23Dec20_Fir_Infuse_300SA_p1_044_01_1965,Weint_046_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1991,Weint_047_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2009,Weint_048_met_SPE_23Dec20_Fir_Infuse_300SA_p1_034_01_2039,Weint_049_met_SPE_23Dec20_Fir_Infuse_300SA_p1_045_01_1966,Weint_050_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1984,Weint_051_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2008,Weint_052_met_SPE_23Dec20_Fir_Infuse_300SA_p1_032_01_2037,Weint_053_met_SPE_23Dec20_Fir_Infuse_300SA_p1_033_01_1954,Weint_054_met_SPE_23Dec20_Fir_Infuse_300SA_p1_006_01_1981,Weint_055_met_SPE_23Dec20_Fir_Infuse_300SA_p1_008_01_2013,Weint_056_met_SPE_23Dec20_Fir_Infuse_300SA_p1_037_01_2042,Weint_057_met_SPE_23Dec20_Fir_Infuse_300SA_p1_050_01_1971,Weint_058_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1994,Weint_059_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2002,Weint_060_met_SPE_23Dec20_Fir_Infuse_300SA_p1_036_01_2041,Weint_061_met_SPE_23Dec20_Fir_Infuse_300SA_p1_034_01_1955,Weint_062_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1985,Weint_063_met_SPE_23Dec20_Fir_Infuse_300SA_p1_012_01_2017,Weint_064_met_SPE_23Dec20_Fir_Infuse_300SA_p1_025_01_2030,Weint_065_met_SPE_23Dec20_Fir_Infuse_300SA_p1_046_01_1967,Weint_066_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_1997,Weint_067_met_SPE_23Dec20_Fir_Infuse_300SA_p1_007_01_2007,Weint_068_met_SPE_23Dec20_Fir_Infuse_300SA_p1_021_01_2026,Weint_069_met_SPE_23Dec20_Fir_Infuse_300SA_p1_048_01_1969
469.2442898,23611584,22015898,24342888,13151495,13556022,11192728,17738534,14755848,27076560,17551612,21597904,5491683,6623530.5,4613723.5,8726088,31639060,29182536,20139926,19306362,15486028,43121348,25419168,17247928,23186498,18525364,14716398,19636764,13287139,27591572,9222048,27729764,28775978,15604494,21575940,22198752,33234746,10095914,18677046,16328027,28173872,19198812,17348730,15743568,24925496,27667014,17095358,12244194,22366706,14575249,25344336,23059660,23970472,22491000,18493696,0,22467220,23781984,16110440,11306361,21392914,23802890,25091578,15215247,23091484,19148702,19312358,21615352,14651649,34396108,21973764,22121250,19179092,19724076,13395252,30304948,27609496,22364696,38456088,19617260,27547172,23873714,18728830,4043047,29751904
469.2538528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4496230.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469.2572906,15202501,11837343,15778155,10835209,10520889,9118109,12000040,13142027,17709012,12607743,15736535,0,4010285,0,5342795,19588634,18799180,18182044,17147776,10974287,22207176,15998374,14909117,20499528,15285432,12508658,17691168,22879976,16544664,8017825,18247528,25417262,14625554,17475850,17258982,30293824,8854830,14376252,15435102,25617974,30684000,13756543,15960659,31192380,25225802,18098880,13595878,12286455,9541266,16714070,16792786,14660267,17661820,13754628,0,15954583,13324901,11694956,8859004,19963414,16647182,17317376,14707345,12937506,13483938,13668074,11576061,14364931,17602512,14998281,15108902,17745494,15951663,8357176,14572218,21936540,14995995,22039328,13387248,21984808,15095993,11741058,0,14580326
469.2595854,0,0,4367724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4799007.5,0,0,0,4680552.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4203082,0,0,0,0,0,0,0,4887420.5,0,0,3854999.8,6709862.5,0,0,0,0,0,0,0,0,0,0,0,0,3870474.3,3978023,0,0,0,0,5612957,4436507.5,0,0,4481576,0,0,0,4001382.8
469.2726473,7739593,6952869,6994287.5,3737867.8,6144316.5,0,5557036,0,14940121,4282627,6624991,0,0,0,0,7489056,9609808,9443236,9582469,0,14469839,7914924.5,6948546,8979533,10161340,0,7420451.5,0,10419102,4384675,20995948,10079794,7353111.5,8929553,11848171,12156742,0,5615938.5,5963105.5,6899259,8276837,6652036.5,0,7073089.5,8063565.5,4610755.5,4728042.5,7823869,4341396,7100764.5,10757335,5093039,10524545,4254985.5,0,6589083.5,7905899.5,5561200,3645824.5,6470170.5,6624275.5,6612486.5,4182674.5,5996841,7038887,5641966,7500547,4245766,10442710,5204751.5,6712107.5,5089882,6268722.5,4297020.5,11655872,7383457.5,5974559,11709223,5071348,8289836,12060865,6739848,3277096.5,7047788
469.2806834,19298508,17534888,17695090,10194189,12151102,8370598,14371630,11122704,16930780,12980485,18120420,5925866,4766001.5,4878947,7784015.5,29042212,25774674,18349992,18446216,13610067,43694804,20995504,16072389,21081168,18558142,12602872,19448358,12533488,23618464,8832932,26943344,26523188,13835035,19888404,17775086,27541322,9155892,17882438,16602467,26527294,18064232,15890568,13748826,25367876,24472144,13769413,11183341,19716608,11695765,20035936,19746010,20505266,19148676,15302924,0,22786718,19685998,12784498,10370435,21319198,22590486,23076362,13392532,22051116,14815145,16838384,21582598,12816647,28080088,17582866,17685294,18224732,18163508,12510527,23751364,21154212,19419682,35924780,16315894,22705710,18704582,16050059,0,20748912
469.2839827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4736842.5,0,0,0,0,3855209,0,0,7972165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5097995,0,5331245.5,0,0,0,0,0,0,0,0,5244725,0,0,7801253,5906978.5,0,0,6403632,0,0,0,0
469.2937406,39471312,33009580,33468790,31976720,28522818,23284138,24947504,32933906,45017056,26673416,40177388,0,0,0,0,61376040,61205076,48246704,35796876,29736022,50854616,40697268,38280904,61008980,44584132,36339196,47325736,22773492,44934052,19724198,50364276,59143736,33844000,44808472,34347508,53927760,22134072,32947532,44504424,70649408,45994860,36989068,45980252,64255304,42363476,35048136,24106224,44853764,24651414,47774052,37371100,44409524,44642184,35885328,0,43569824,41534068,29172598,21316998,55389728,35533852,48692752,25868950,48585008,42934188,34942708,32699148,25293066,51918812,37808920,42887988,45291104,40335160,22328642,29403848,69970344,44884516,43641648,29763066,51394100,32655564,33470350,4779305.5,53156468
469.2960577,0,0,0,0,0,0,0,4627475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7793194.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12145269,0,0,0,0,0,0,0,0,5025524,0,3706122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469.3170656,9330902,7374773,9277820,5383443,5402950.5,3970483.3,8596278,4959255.5,7208935.5,5172493.5,7667447,0,0,0,3915351.3,15668786,15465052,10633148,12105621,8131674,32447202,9721280,8607442,13089887,13909193,6954497.5,11037233,6887164.5,13378477,5332903.5,19152762,13493822,8661799,13400355,12241405,16453465,6886717,9817429,9858411,15099467,10707828,8194197,9017956,14796113,13679194,10111692,5381367,9105934,6487705,10205551,11308262,9403068,9850769,7199001.5,0,13460136,9972350,7175037,6712716.5,10962472,11969570,12135961,6089368.5,9597243,7933876.5,9006841,11207446,8333581.5,15435751,8633122,9157435,10262117,8513341,6296906,9679569,9460144,8833580,19544892,7482880.5,13788730,8454362,8480663,0,10021502
469.3301194,4248794,0,0,5386517,3617097.8,4204984,0,4929562,4454380,0,4788989.5,0,0,0,0,4582967,6996575.5,5683138.5,0,5339228,6101735,4711877.5,4941526.5,6433892,4769996,5107205,6152757,6641409,4213682,0,4660095,5379649,4482860,5677353,4602369.5,3986270,0,0,6704494.5,7769680,4612984,4787354,8297063.5,6505813,5046878,5053135,5665019,4445714.5,0,7977332,4289771,5428927,6647701.5,5667102.5,0,5409451.5,4930179,0,0,7214636.5,4674599,6716958,0,0,5924792.5,4754173,3900187.8,0,5824491.5,4466471,5438271,0,4169536.3,0,4661974,10025397,5177903.5,4294467,5815812.5,8289854.5,4962529,5220251.5,0,5288578.5
469.3323424,0,0,0,0,0,0,0,4100122.8,0,0,0,0,0,0,0,4358712,5317216.5,4583363.5,5437338.5,0,0,0,4538071,9167973,0,0,6431285.5,0,0,0,5468031.5,0,0,0,4434434.5,0,0,0,4793711,5638737,4467577,0,5542504,5625174,6109791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5613101,5755943.5,6366751,0,0,0,0,0,3968272,4860908.5,0,4428608,4406888.5,0,0,0,4235701.5,0,0,0,5333567,0,0,0,0
469.3534562,0,0,0,0,0,0,3642175,0,0,0,0,0,0,0,0,0,0,0,5350306,0,4981489,0,0,0,4193490.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4019071.8,0,0,4654429,4662885,0,0,0,0,0,4550899,4044485.8,4131742,0,0,0,0,0,0,0,0,4231720,0,0,0,0,0,0,0,0,0,4162157.8,0,0,4551391,0,0,4213582.5,0,0,0,0,0,0
469.3898162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4628841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.1434417,4232650,6207709.5,5536362.5,3542419.5,0,4003559.5,3983354.8,0,5260529.5,0,5083311.5,0,0,0,0,5786498,0,0,0,0,0,0,0,0,0,0,0,5074977.5,4240591.5,0,0,5481236.5,0,4022910.8,0,0,0,4382385,0,7239548.5,4406404.5,5330378.5,0,5844584,4966218,4860790,0,4649797,0,0,6602249.5,5510051.5,4765880,4305477,0,5268366.5,5106636.5,0,0,6407976.5,3952950.8,6420334.5,0,4155027.5,4209840,4061136.8,3934325.5,0,4811040.5,4000879.8,5225556.5,4559663.5,4439046.5,3617342,4770832,5429956,4474643.5,4430034.5,5219049,4614975.5,4158114.5,0,0,5850052
470.1611437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3982125.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.1798376,5603797,7809258.5,7221877,0,0,3717877,3763203.5,0,4321533,0,6877379,0,0,0,0,6446992.5,5839696.5,4394371,4303054.5,0,5528648.5,4604728.5,5117954.5,4618678.5,0,4365034,6740787.5,6392878.5,4448476,0,0,6389534,4037719.3,7027342,4930383,5843141.5,0,6420160.5,6714923.5,6918026,4743312.5,6316504.5,4827982,8519284,7633748.5,6517629.5,4824557.5,6906706.5,0,5028560,6618646,7334830,6066373,5311058.5,0,6808473,5591003,4344952,3723898,8300339.5,5687619,9252733,0,5338787,6019259,6309850,4809861,3667358.8,8608046,4248702.5,6085729,5443384,5763087.5,3592776.8,7599134,5520080,6150941.5,6776036.5,6012659,5696331,6435510.5,5251262.5,0,3971026.5
470.216242,0,4695287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4467615.5,0,0,4156635.8,0,0,0,0,0,0,3771124,0,4018235.3,0,0,0,0,0,0,0,0,0,0,3856947.5,0,0,0,0,4463232.5,0,4466565,0,0,0,0,4194851,5167032,4034770,0,0,0,0,0,0,0,0,4874124.5,0,0,3816646,0,0,0,5194044,0,0,3929921.3,0,3683923.8,4137004.3,4493020,0,0,4442877.5,0,3960522.8,0,0,0
471.0699754,4056796,9568810,0,3866146.8,0,6054978,0,4206979.5,5191195.5,0,5915294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986435.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4640930.5,0,0,0,17065128,7580163,0,0,0,4315461.5,0,0,0,0,0,0,5122070.5,4732360,0,0,0,0,0,0,0,4601066,0,0,4427768.5,0,5138073.5,3977198.3,4421731,0,0,0,4130098.5
471.0853012,4151008.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5053469,0,3911880,0,0,0,0,0,4643862.5,0,0,0,0,0,0,0,0,0,0,0,6683960.5
471.0933091,5155555,4583986,4901755,0,0,0,3724508,4521352,6810147,3978936,7156394.5,0,0,0,0,4176133,5395542,4472676.5,0,0,0,5027017,0,6133539,0,0,4359238.5,0,5113374,0,6082986.5,0,0,3969037.3,4076726,5909066.5,0,0,0,4629723,0,0,0,5524393,0,0,0,5222571,3802972.3,5659717.5,4009815.8,4119726,5613067,0,0,4158618.5,5039439,3630466.8,0,5157966,4008564.8,4988149.5,3787650.5,6456352.5,3891663.3,0,3823112.3,4748856.5,5632649,4806128.5,4406680,5097496.5,5315824,0,5683583,6538240,7269405.5,7659173,0,5539946.5,5678254,4139510.5,0,7365947.5
471.1039144,4001510,0,0,0,0,4198478.5,0,0,5515814.5,3995322.5,4929200,0,0,3382227.8,0,6633737.5,0,5557098,4712990.5,0,0,0,4719943.5,0,5346996.5,6006756,0,0,5318178,0,0,5355534.5,3618203.5,5993489.5,3913914,0,0,0,0,0,0,7250739,0,4600749,0,0,0,5831855,0,0,3956571.5,5001393,11719183,0,0,0,4477267,3667333.8,0,0,0,0,0,4424741,6062546.5,0,5082637,4000314.3,0,0,4840859.5,0,5847282.5,0,4312451,0,0,5022890,0,0,0,4178426,0,0
471.1063424,28142310,27234870,30208894,15035944,17537760,29273168,14646495,16275851,34056744,17064636,21910194,14255434,15116939,10780628,14761932,38299916,26741850,25744236,29350432,15633831,29089226,19435726,21774664,32575272,19906230,19427300,22316106,5890422.5,36628004,11659370,22282670,23091216,14163356,24599570,14646459,19599952,9664267,13819973,15345401,23390432,21583298,20204340,21404744,29013934,25865314,18025532,10192630,37055664,14116702,28671050,23502684,30049458,66548240,22967200,3165356.5,27989150,27452756,13489543,20285306,29372498,21419642,26059004,22657924,35191844,40059348,28577998,33912332,22204986,34208396,29683190,39857564,28948508,36075764,34920284,27512196,34892804,27952162,43847340,21399544,29759598,21523638,21772794,4917642,32595264
471.1145048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018725.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4516784.5,4160613,3859518.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.1215802,0,0,0,0,0,0,3649762.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.1296809,6875885.5,5475903,6501253.5,0,4623078,0,4600036.5,4229519.5,7285294.5,4717248.5,5290686,0,0,0,0,7119124,7105632.5,0,5299751.5,0,7308755,7162073,4126032.5,8179505.5,5873339.5,0,5772369,0,7525931,0,6513078,5583893.5,3837348.5,5475356.5,5510340,7234138,3488017,5825615,4395774,6955240,5748169,0,4521038,6920117.5,6724713.5,3832897.5,3826428.5,8012985,3857248.3,6954068.5,4709220.5,5396664,7066136,0,0,6044837,7501149.5,4041101.5,3830656,5904473.5,6387329,6207748.5,4584327.5,6595631.5,4345306,5818579.5,4092439.8,5121598.5,7611031,4668927,4742564,5752865.5,6832377,3904354.8,5692813,7132172.5,6030376,9914039,4756479,8202358,7249090,4873731,0,7624010
471.1427258,55929584,39367236,53097352,34369072,39156456,33221726,30395624,30837138,51833396,29754052,54588100,8471889,8503954,6586331.5,9072596,62654744,56372324,49787776,44440108,22248878,55098840,53960928,36577620,51834680,45289152,34553840,45294676,13218179,61777456,18004078,49365432,45824024,30174634,40860704,34323656,38724192,23314196,31375444,36345600,50792684,41153996,32672578,37715024,44251064,46378092,35556420,25368320,56208572,33539938,65305688,42458984,51094716,63140380,38646700,4962482,46372008,59630948,31466898,30795652,43561052,46749316,58835212,29866890,51354676,40329696,43897048,34141724,32313920,51968668,41995780,47312296,46880804,52205820,28981094,59338132,60206096,46654508,56413884,41814020,59799672,46017736,36502024,8996236,44391760
471.1507802,7549684,7084614.5,8440716,4835887.5,3980011,0,5194985.5,6089108,9251381,5288645.5,14856905,0,0,0,0,12675356,10910822,6810498.5,7268911.5,8854960,10468828,10262754,5441880,8949562,9492161,25591792,6736983.5,3911046.3,17774130,3731566.8,10367420,9406491,5482924,6968357,7742668.5,10390115,4185878.5,7196760,5547778.5,10621168,8881616,6607685,7140435.5,9435069,10566768,5299270,4888322.5,7793857,4744034.5,17742940,8335212,8410302,8651296,6368176,0,6081707,18470246,3910035.5,4350854,6629472,8072840,8554765,5090186,15760441,6091232.5,6258905,5539360.5,6955586,12098207,6374919.5,6765995.5,8298534.5,8145150,4352873,7103893,9434131,7885870,9719489,8517637,9744508,7834829.5,7035402,0,15113554
471.1637317,0,0,0,0,0,0,0,0,0,0,4077264,0,0,0,0,4665633.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167331.8,0,0,0,0,0,0,4567063.5,0,0,0,0,0,0,0,0
471.1660695,8784632,7180876,9704336,4917809.5,4734702.5,3716197.8,5858541,4736407,7457338.5,6490825.5,7135953,0,0,0,0,10264867,10112107,8616843,7901749,3855794.5,11632098,10344681,6699357.5,10356544,8410821,7342068.5,7478364,0,10683960,3721328.5,9990593,9025567,5596593.5,7461931.5,6702290.5,10259050,5692186.5,6527070.5,6917894,11016438,7966165,6861642.5,8797272,8595394,9784436,7130185,5865223,8381638.5,5226340.5,7629923,6553457,7707842.5,9673253,5964725.5,0,8715439,7826796.5,5101976,4156298,7198820.5,7902861.5,8177939.5,5073804,8864831,6429157,5433565.5,6389287,5251652.5,8684197,5952014,6929840.5,6991914.5,7067906,4673389.5,8054171,7146520.5,7533618,9473737,5816329.5,8982657,8318166,5321231.5,0,9018712
471.1765211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.1791193,32459516,29192784,37589908,17911348,23436018,15637611,20249840,19220890,30460478,21168844,27431640,3640664,0,0,4815836,38349096,38440048,32576402,33561144,15642037,40050152,37814512,25649506,36851524,27160266,22765560,29344864,8700304,40699452,12154994,38150596,30562338,20397494,25812018,25197784,29704816,14720798,22323300,25794312,33294586,28177882,19417936,25549916,27695046,33377400,23694412,17504010,30805196,18642790,35912808,30449526,27370694,34124328,22221754,3430584,29709490,33514866,21067164,18794382,24907880,30373522,31432986,20196238,32767044,24011242,27439328,24704556,20234822,32217770,25071124,27979190,30021678,25835782,18503538,36982176,32017436,28697654,34180816,22874126,34142340,35679452,23919124,5797262,31251806
471.1871722,14674687,14107220,15741846,9023029,7340787.5,6624365.5,9198834,10639772,17107522,11145934,13513436,0,0,0,4949981.5,19773740,16645233,10621846,9929276,6747574.5,17870314,14553330,8444261,13836104,9350859,8419322,10024035,6111635,18052672,4201587,14918088,15304740,7511480.5,10089524,12586203,17724018,5798688,11432039,10426122,15735037,12654044,8432467,10073182,15673289,16235642,7969869.5,7700237,13028559,8421223,13868140,14114681,14132424,15729197,10630077,0,11941045,15197557,8713630,7888784,14381163,13895316,13320476,8041359,12164168,9073131,12030179,9184816,8440392,17517228,13344278,13057464,11360303,11979015,8988532,16539043,17124384,13669432,16817876,12007439,13830280,12934370,10848791,0,18705760
471.2002276,23612162,19194456,19772314,13631031,14899958,17140850,13855989,15432094,20552262,14455506,18420452,10843484,10672797,7507943,10956768,35449136,30805108,20865948,17193538,17866168,27647472,18534648,19091818,28831566,17493710,17768446,24560742,90440088,24184388,8966260,17748428,39106600,22425022,26975290,21970144,25985656,13279011,21839980,20817678,38209796,26727904,19766104,23075936,33372110,27413630,26700880,16807696,27143380,15394664,23985266,21340030,27673804,32371250,25023426,0,28366008,25568634,14366114,14866323,40333424,25851544,26312994,13298577,22600782,26993136,25661670,24049206,21172810,31890098,26152476,25152956,23722034,27367690,16942968,22637992,30977060,24421436,25947866,19851284,29325452,22121704,20814362,3876239.3,18300262
471.202528,10429187,6724185,9038746,5541431,5731063,4555891.5,5291253.5,0,7590470,5589714,7244516.5,0,0,0,0,10232114,10210421,8641438,8358466,5811641.5,13012465,10467577,7020906,11194190,7974607.5,6180862.5,7134311,0,10720837,3876980.5,12374477,10442792,5447102,7806011,6098145,10101369,7151396,5482605.5,6629134,10354947,8076769,5817176.5,7619681.5,8421326,10017919,6167632.5,4983569.5,8940756,3930984.5,8561778,6268798,7034060.5,8393266,5405634.5,0,7503033.5,8889723,4898210.5,4071316.3,6813808,7906969.5,7399714.5,4756369,8281166,5470704,6260967,6622774.5,5419595,8876722,6661660.5,7925181,7077939.5,6371595,0,9196969,8905765,7875644.5,9084635,6354963.5,8966285,9684202,6355484,0,9932135
471.2155203,21457672,17433182,24187806,12258873,16083706,10613880,11795705,12650913,24554058,15000277,19129068,0,0,0,0,24643894,20991096,20116388,18086470,8897980,26672630,22470910,15257967,20496212,17178324,13225986,18465900,5585309,24340042,7784566,26075600,18642988,13258179,17468480,16514278,19337854,8337191,14950515,14354193,18581768,14194149,11615069,13073509,14813139,18836610,13106259,8957717,20106458,11687786,49675384,21053314,17626320,21959222,15365063,0,18367678,23668096,13698471,12253080,17739892,21386910,20111656,13859731,19926100,17056244,17629418,16406076,12661325,23689912,17841698,19652034,18962486,16013582,12363644,24366510,22342696,18334784,22638304,17950744,23746704,24939762,16460320,7214480,23403884
